baseline_path,current_path,affected_rules,source_migration,baseline_expectation,current_expectation
tests/conformance/cases/inv1-neg-a-measure-invariant-is-unproved.wf,tests/conformance/cases/inv1-neg-a-measure-invariant-is-unproved.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""INV-1""}","{""kind"":""reject"",""rule"":""INV-1""}"
tests/conformance/cases/inv1-neg-an-affine-factor-is-not-a-measure-former.wf,tests/conformance/cases/inv1-neg-an-affine-factor-is-not-a-measure-former.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""INV-1""}","{""kind"":""reject"",""rule"":""INV-1""}"
tests/conformance/cases/inv1-pos-a-measure-former-is-an-affine-factor.wf,tests/conformance/cases/inv1-pos-a-measure-former-is-an-affine-factor.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/inv1-pos-a-subscript-inside-an-invariant-s-measure-place.wf,tests/conformance/cases/inv1-pos-a-subscript-inside-an-invariant-s-measure-place.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/liv1-neg-branches-disagree-on-liveness.wf,tests/conformance/cases/liv1-neg-branches-disagree-on-liveness.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""LIV-1""}","{""kind"":""reject"",""rule"":""LIV-1""}"
tests/conformance/cases/liv1-neg-loop-leaves-an-outer-binding-dead.wf,tests/conformance/cases/liv1-neg-loop-leaves-an-outer-binding-dead.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-11""}","{""kind"":""reject"",""rule"":""OWN-11""}"
tests/conformance/cases/liv1-pos-loop-moves-and-restores-an-outer-binding.wf,tests/conformance/cases/liv1-pos-loop-moves-and-restores-an-outer-binding.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/liv2-neg-one-element-target-is-read-out-at-most-once.wf,tests/conformance/cases/liv2-neg-one-element-target-is-read-out-at-most-once.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""TYPE-2""}","{""kind"":""reject"",""rule"":""TYPE-2""}"
tests/conformance/cases/liv2-neg-two-subscripted-targets-of-one-inner-run-overlap.wf,tests/conformance/cases/liv2-neg-two-subscripted-targets-of-one-inner-run-overlap.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""LIV-2""}","{""kind"":""reject"",""rule"":""LIV-2""}"
tests/conformance/cases/liv2-neg-two-subscripts-of-one-run.wf,tests/conformance/cases/liv2-neg-two-subscripts-of-one-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""LIV-2""}","{""kind"":""reject"",""rule"":""LIV-2""}"
tests/conformance/cases/liv2-pos-an-affine-element-read-out-swaps-two-slots.wf,tests/conformance/cases/liv2-pos-an-affine-element-read-out-swaps-two-slots.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/liv2-pos-read-out-keeps-the-root-and-its-other-fields.wf,tests/conformance/cases/liv2-pos-read-out-keeps-the-root-and-its-other-fields.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":3}","{""kind"":""run"",""exit"":3}"
tests/conformance/cases/liv2-pos-subscript-targets-commit-their-own-ordinals.wf,tests/conformance/cases/liv2-pos-subscript-targets-commit-their-own-ordinals.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":2}","{""kind"":""run"",""exit"":2}"
tests/conformance/cases/liv2-pos-swap-and-rotation.wf,tests/conformance/cases/liv2-pos-swap-and-rotation.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":5}","{""kind"":""run"",""exit"":5}"
tests/conformance/cases/liv2-pos-two-elements-of-two-inner-runs-are-distinct-targets.wf,tests/conformance/cases/liv2-pos-two-elements-of-two-inner-runs-are-distinct-targets.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr1-neg-a-subscript-inside-a-measure-place-owes-its-obligation.wf,tests/conformance/cases/msr1-neg-a-subscript-inside-a-measure-place-owes-its-obligation.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OP-4""}","{""kind"":""reject"",""rule"":""OP-4""}"
tests/conformance/cases/msr1-pos-a-measure-over-a-subscripted-place-is-a-term.wf,tests/conformance/cases/msr1-pos-a-measure-over-a-subscripted-place-is-a-term.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr1-pos-subscript-obligation-against-len.wf,tests/conformance/cases/msr1-pos-subscript-obligation-against-len.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr1-pos-the-four-measure-readers.wf,tests/conformance/cases/msr1-pos-the-four-measure-readers.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr2-neg-an-element-store-kills-the-element-s-own-length.wf,tests/conformance/cases/msr2-neg-an-element-store-kills-the-element-s-own-length.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OP-4""}","{""kind"":""reject"",""rule"":""OP-4""}"
tests/conformance/cases/msr2-neg-descriptor-write-kills-the-measure.wf,tests/conformance/cases/msr2-neg-descriptor-write-kills-the-measure.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OP-4""}","{""kind"":""reject"",""rule"":""OP-4""}"
tests/conformance/cases/msr2-pos-an-element-write-kills-no-measure-of-the-run.wf,tests/conformance/cases/msr2-pos-an-element-write-kills-no-measure-of-the-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr2-pos-element-write-keeps-the-measure.wf,tests/conformance/cases/msr2-pos-element-write-keeps-the-measure.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr2-pos-sibling-field-write-keeps-the-measure.wf,tests/conformance/cases/msr2-pos-sibling-field-write-keeps-the-measure.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr3-neg-a-boundary-row-carries-no-measure-through-the-slot.wf,tests/conformance/cases/msr3-neg-a-boundary-row-carries-no-measure-through-the-slot.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""BLK-0""}","{""kind"":""reject"",""rule"":""BLK-0""}"
tests/conformance/cases/msr3-neg-a-rebind-carries-the-run-and-not-its-elements.wf,tests/conformance/cases/msr3-neg-a-rebind-carries-the-run-and-not-its-elements.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""BLK-0""}","{""kind"":""reject"",""rule"":""BLK-0""}"
tests/conformance/cases/msr3-neg-a-two-payload-enum-has-no-payload-place.wf,tests/conformance/cases/msr3-neg-a-two-payload-enum-has-no-payload-place.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""BLK-0""}","{""kind"":""reject"",""rule"":""BLK-0""}"
tests/conformance/cases/msr3-neg-one-element-position-is-not-another.wf,tests/conformance/cases/msr3-neg-one-element-position-is-not-another.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""BLK-0""}","{""kind"":""reject"",""rule"":""BLK-0""}"
tests/conformance/cases/msr3-neg-uniq-state-measure-in-ensures.wf,tests/conformance/cases/msr3-pos-uniq-state-measure-in-ensures.wf,MSR-3;FN-9;CALL-6,Replace the former refusal witness with an admitted exclusive contract/parameter witness,"{""kind"":""reject"",""rule"":""MSR-3""}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr3-pos-a-construct-carries-a-measure-two-levels-down.wf,tests/conformance/cases/msr3-pos-a-construct-carries-a-measure-two-levels-down.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr3-pos-a-construct-field-and-its-destructuring-carry-the-measures.wf,tests/conformance/cases/msr3-pos-a-construct-field-and-its-destructuring-carry-the-measures.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr3-pos-a-parameter-written-back-keeps-its-entry-measure.wf,tests/conformance/cases/msr3-pos-a-parameter-written-back-keeps-its-entry-measure.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3;GRAM-2,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds; Rename source identifiers that conflict with the entry former where present,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr3-pos-a-payload-binder-carries-the-payload-s-measures.wf,tests/conformance/cases/msr3-pos-a-payload-binder-carries-the-payload-s-measures.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr3-pos-a-set-target-carries-the-value-s-measures.wf,tests/conformance/cases/msr3-pos-a-set-target-carries-the-value-s-measures.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr3-pos-an-element-position-keeps-the-value-put-into-it.wf,tests/conformance/cases/msr3-pos-an-element-position-keeps-the-value-put-into-it.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr3-pos-own-operand-call-datum.wf,tests/conformance/cases/msr3-pos-own-operand-call-datum.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr4-pos-capacity-requirement-discharges-a-length-obligation.wf,tests/conformance/cases/msr4-pos-capacity-requirement-discharges-a-length-obligation.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr5-pos-a-requirement-side-is-an-affine-expression.wf,tests/conformance/cases/msr5-pos-a-requirement-side-is-an-affine-expression.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr5-pos-two-measure-clause.wf,tests/conformance/cases/msr5-pos-two-measure-clause.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr6-neg-a-const-generic-affine-atom-is-unproved.wf,tests/conformance/cases/msr6-neg-a-const-generic-affine-atom-is-unproved.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""INV-1""}","{""kind"":""reject"",""rule"":""INV-1""}"
tests/conformance/cases/msr6-pos-a-const-generic-is-an-affine-atom.wf,tests/conformance/cases/msr6-pos-a-const-generic-is-an-affine-atom.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/msr6-pos-const-generic-in-a-clause-and-an-endpoint.wf,tests/conformance/cases/msr6-pos-const-generic-in-a-clause-and-an-endpoint.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/op4-neg-external-index-without-fact.wf,tests/conformance/cases/op4-neg-external-index-without-fact.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OP-4""}","{""kind"":""reject"",""rule"":""OP-4""}"
tests/conformance/cases/op4-pos-a-run-element-read-is-discharged-by-a-published-length.wf,tests/conformance/cases/op4-pos-a-run-element-read-is-discharged-by-a-published-length.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/op4-pos-external-index-after-branch.wf,tests/conformance/cases/op4-pos-external-index-after-branch.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/op4-pos-midpoint-automatic.wf,tests/conformance/cases/op4-pos-midpoint-automatic.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/own1-neg-bare-affine-call.wf,tests/conformance/cases/own1-neg-bare-affine-call.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-1""}","{""kind"":""reject"",""rule"":""OWN-1""}"
tests/conformance/cases/own1-neg-index-move-copy-offset.wf,tests/conformance/cases/own1-neg-index-move-copy-offset.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-1""}","{""kind"":""reject"",""rule"":""OWN-1""}"
tests/conformance/cases/own1-pos-explicit-affine-call.wf,tests/conformance/cases/own1-pos-explicit-affine-call.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/own1-pos-match-projected-copy.wf,tests/conformance/cases/own1-pos-match-projected-copy.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/own12-pos-a-view-parameter-beside-a-unique-store.wf,tests/conformance/cases/own12-pos-a-view-parameter-beside-a-unique-store.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/own5-neg-a-published-child-freezes-its-parent-view.wf,tests/conformance/cases/own5-neg-a-published-child-freezes-its-parent-view.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-5""}","{""kind"":""reject"",""rule"":""OWN-5""}"
tests/conformance/cases/own5-neg-owned-header-keeps-view-origin.wf,tests/conformance/cases/own5-neg-owned-header-keeps-view-origin.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-5""}","{""kind"":""reject"",""rule"":""OWN-5""}"
tests/conformance/cases/own5-neg-replace-overlaps-rhs-temporary.wf,tests/conformance/cases/own5-neg-replace-overlaps-rhs-temporary.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-5""}","{""kind"":""reject"",""rule"":""OWN-5""}"
tests/conformance/cases/own5-pos-rhs-borrow-is-disjoint-from-captured-target.wf,tests/conformance/cases/own5-pos-rhs-borrow-is-disjoint-from-captured-target.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/own6-pos-a-helper-re-lends-its-view-destination.wf,tests/conformance/cases/own6-pos-a-helper-re-lends-its-view-destination.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/par1-neg-two-exclusive-views-of-one-origin-in-one-window.wf,tests/conformance/cases/par1-neg-two-exclusive-views-of-one-origin-in-one-window.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-5""}","{""kind"":""reject"",""rule"":""OWN-5""}"
tests/conformance/cases/par1-pos-a-view-argument-is-a-footprint-on-its-origin.wf,tests/conformance/cases/par1-pos-a-view-argument-is-a-footprint-on-its-origin.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/par3-pos-a-per-iteration-run-from-the-store-is-iteration-own.wf,tests/conformance/cases/par3-pos-a-per-iteration-run-from-the-store-is-iteration-own.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/prf1-pos-integer-tightening-midpoint.wf,tests/conformance/cases/prf1-pos-integer-tightening-midpoint.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/prov3-neg-an-append-while-a-copy-view-is-still-used.wf,tests/conformance/cases/prov3-neg-an-append-while-a-copy-view-is-still-used.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-5""}","{""kind"":""reject"",""rule"":""OWN-5""}"
tests/conformance/cases/prov3-pos-an-append-after-a-copy-view-went-dead.wf,tests/conformance/cases/prov3-pos-an-append-after-a-copy-view-went-dead.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/prov6-neg-dispose-of-a-modifier-linear-node.wf,tests/conformance/cases/prov6-neg-dispose-of-a-modifier-linear-node.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""PROV-6""}","{""kind"":""reject"",""rule"":""PROV-6""}"
tests/conformance/cases/prov6-neg-dispose-of-a-view.wf,tests/conformance/cases/prov6-neg-dispose-of-a-view.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""PROV-6""}","{""kind"":""reject"",""rule"":""PROV-6""}"
tests/conformance/cases/prov6-neg-dispose-through-a-shared-borrow.wf,tests/conformance/cases/prov6-neg-dispose-through-a-shared-borrow.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-1""}","{""kind"":""reject"",""rule"":""OWN-1""}"
tests/conformance/cases/prov6-neg-linear-value-partially-consumed.wf,tests/conformance/cases/prov6-neg-linear-value-partially-consumed.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""PROV-6""}","{""kind"":""reject"",""rule"":""PROV-6""}"
tests/conformance/cases/prov6-pos-a-run-visits-its-window-before-its-backing.wf,tests/conformance/cases/prov6-pos-a-run-visits-its-window-before-its-backing.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3;GRAM-2,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds; Rename source identifiers that conflict with the entry former where present,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/prov6-pos-a-scope-holding-the-provider-takes-the-derived-release.wf,tests/conformance/cases/prov6-pos-a-scope-holding-the-provider-takes-the-derived-release.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/prov6-pos-an-early-release-of-a-store-backed-run.wf,tests/conformance/cases/prov6-pos-an-early-release-of-a-store-backed-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":5}","{""kind"":""run"",""exit"":5}"
tests/conformance/cases/reject-sys14-list-end-beyond-buffer.wf,tests/conformance/cases/reject-sys14-list-end-beyond-buffer.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""SYS-8""}","{""kind"":""reject"",""rule"":""SYS-8""}"
tests/conformance/cases/reject-syshost-copybytes-end-beyond-buffer.wf,tests/conformance/cases/reject-syshost-copybytes-end-beyond-buffer.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""SYS-8""}","{""kind"":""reject"",""rule"":""SYS-8""}"
tests/conformance/cases/reject-syshost-copybytes-start-after-end.wf,tests/conformance/cases/reject-syshost-copybytes-start-after-end.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""SYS-8""}","{""kind"":""reject"",""rule"":""SYS-8""}"
tests/conformance/cases/reject-syshost-copybytes-start-beyond-buffer.wf,tests/conformance/cases/reject-syshost-copybytes-start-beyond-buffer.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""SYS-8""}","{""kind"":""reject"",""rule"":""SYS-8""}"
tests/conformance/cases/run-sysfile-close-returns-permit.wf,tests/conformance/cases/run-sysfile-close-returns-permit.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
