contract_id	capability_ids	current_route	status_code	ordinary_library_derivation_sketch	ownership_exit_drop_argument	asymptotic_argument	structural_costs_and_pathology	fact_channels_and_invalidators	negative_canaries	family_lock_or_deferral	evidence_refs
HEAP-DRAIN-01	ST-DENSE,OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,BR-CURSOR,IT-OWN,FT-STATE	Current capability gap: X.	X	An ordinary no-unsafe library needs checked dense live-prefix state, atomic affine move-out, exact live-value destruction, validity on every normal exit, safe protocol abandonment, owner-bound cursor state, owning traversal, live-state fact integrity to produce Drain yields all values in arbitrary internal order; clear drops all; the exact public route remains unresolved until the named lock.	Input: Unique borrow. Success: Drain yields all values in arbitrary internal order; clear drops all. Failure/abandonment: Early drop destroys remaining values; normal clear exact drops. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit.	Required bound: O(n). A stronger-cost simulation does not cover this contract.	Preserve: No sorted order guarantee. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject dummy spare T values or per-slot dense tags.	live/occupancy facts are owner/version scoped and invalidate on structural mutation, relocation, clear, or drop. Facts-off retains checks and identical semantics.	reject payload access after the recorded live-state invalidator; detect moved-from read, lost owner, and double ownership; verify exact live-value drops and zero dead-slot drops; abandon the protocol on each normal early-exit edge and verify the base owner.	Unresolved: dense, access/reborrow, iteration, ownership-transition Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::binary_heap::BinaryHeap members=drain,clear; RUST-DATA-CONTRACT-CENSUS.tsv:HEAP-DRAIN-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-DENSE,OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,BR-CURSOR,IT-OWN,FT-STATE
HEAP-VIEW-01	ST-DENSE,OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,IT-SHARED,IT-OWN,FT-STATE	Current capability gap: X as heap; fixed Copy heap view is U.	X	An ordinary no-unsafe library needs checked dense live-prefix state, owner-tied borrow provenance, result-borrow provenance, live-state fact integrity, atomic affine move-out, exact live-value destruction, validity on every normal exit, safe protocol abandonment, owner-bound cursor state, shared traversal, owning traversal to produce Internal heap-order slice/iterator or moved values; the exact public route remains unresolved until the named lock.	Borrowed entrances transfer no payload ownership, and every returned borrow remains tied to its source. An owning entrance consumes the container and yields each moved payload exactly once. Normal exhaustion frees the storage; normal early abandonment destroys every unyielded live payload exactly once and leaves no surviving container owner.	Required bound: O(1) view; O(n) traversal. A stronger-cost simulation does not cover this contract.	Preserve: Order is internal heap order and explicitly not sorted. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject dummy spare T values or per-slot dense tags.	live/occupancy facts are owner/version scoped and invalidate on structural mutation, relocation, clear, or drop; provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	reject payload access after the recorded live-state invalidator; verify exact live-value drops and zero dead-slot drops; abandon the protocol on each normal early-exit edge and verify the base owner; detect moved-from read, lost owner, and double ownership.	Unresolved: dense, access/reborrow Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::binary_heap::BinaryHeap members=as_slice,iter; RUST-DATA-CONTRACT-CENSUS.tsv:HEAP-VIEW-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-DENSE,OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,IT-SHARED,IT-OWN,FT-STATE
HEAP-CONVERT-01	ST-DENSE,OW-MOVEOUT,OW-RELOCATE,OW-DROP,EX-NORMAL,FL-CALLBACK,AB-BEHAVIOR,FT-STATE	Current capability gap: X.	X	An ordinary no-unsafe library needs checked dense live-prefix state, atomic affine move-out, ownership-preserving relocation, exact live-value destruction, validity on every normal exit, invoked-behavior containment, static behavior dispatch, live-state fact integrity to produce Owned dense sequence in heap order or ascending sorted order; the exact public route remains unresolved until the named lock.	Input: Consumes owner. Success: Owned dense sequence in heap order or ascending sorted order. Rust failure evidence: No semantic failure beyond allocation behavior of sorting implementation. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(1) into_vec; O(n log n) into_sorted_vec. A stronger-cost simulation does not cover this contract.	Preserve: Contiguous output; sorted variant has specified order. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject dummy spare T values or per-slot dense tags.	live/occupancy facts are owner/version scoped and invalidate on structural mutation, relocation, clear, or drop. Facts-off retains checks and identical semantics.	reject payload access after the recorded live-state invalidator; detect moved-from read, lost owner, and double ownership; verify exact live-value drops and zero dead-slot drops; trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: dense, behavior, ownership-transition Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::binary_heap::BinaryHeap members=into_vec,into_sorted_vec; RUST-DATA-CONTRACT-CENSUS.tsv:HEAP-CONVERT-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-DENSE,OW-MOVEOUT,OW-RELOCATE,OW-DROP,EX-NORMAL,FL-CALLBACK,AB-BEHAVIOR,FT-STATE
OMAP-META-01	ST-DEPENDENT,AB-SEAL,AB-GENERIC,NT-FIXED	Current capability gap: X.	X	An ordinary no-unsafe library needs checked dependent live-range invariants, unforgeable abstraction state, ordinary generic instantiation, fixed-buffer no-tax protection to produce Empty owner or metadata values; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: None. Success: Empty owner or metadata values. Failure/exit: Empty creation allocation-free. Returned borrows remain tied to the source, and the operation drops no payload.	Required bound: O(1). A stronger-cost simulation does not cover this contract.	Preserve: Entries maintained in total key order; no contiguity/address promise. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject a universal bitmap or per-element allocation that worsens the frozen bound.	No optimizer fact channel is required by this contract; a later implementation may not invent one without hostile review.	exercise the census boundary 'Empty creation allocation-free' and preserve 'Affine node storage, comparison contract, exact drop, and length/order invariants'.	Unresolved: ordered/recursive-topology Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=new,len,is_empty; https://doc.rust-lang.org/1.97.0/std/collections/struct.BTreeMap.html; RUST-DATA-CONTRACT-CENSUS.tsv:OMAP-META-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-DEPENDENT,AB-SEAL,AB-GENERIC,NT-FIXED
OMAP-LOOKUP-01	ST-DEPENDENT,EX-ABORT,BR-PROV,BR-REBORROW,BR-RESULT,FL-CALLBACK,AB-BEHAVIOR	Current capability gap: X.	X	An ordinary no-unsafe library needs checked dependent live-range invariants, memory-safe abort edges, owner-tied borrow provenance, bounded reborrowing, result-borrow provenance, invoked-behavior containment, static behavior dispatch to produce Boolean or Option of canonical stored key/value borrow; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Shared or unique map borrow. Success: Boolean or Option of canonical stored key/value borrow. Rust failure evidence: Missing key returns false/None; inconsistent Ord is contained logic error. Returned borrows remain tied to the source, and the operation drops no payload. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(log n) comparison-model contract. A stronger-cost simulation does not cover this contract.	Preserve: Stored key order and identity retained. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject a universal bitmap or per-element allocation that worsens the frozen bound.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: ordered/recursive-topology, access/reborrow, behavior Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=contains_key,get,get_key_value,get_mut; RUST-DATA-CONTRACT-CENSUS.tsv:OMAP-LOOKUP-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-DEPENDENT,EX-ABORT,BR-PROV,BR-REBORROW,BR-RESULT,FL-CALLBACK,AB-BEHAVIOR
OMAP-END-01	ST-DEPENDENT,BR-PROV,BR-REBORROW,BR-RESULT	Current capability gap: X.	X	An ordinary no-unsafe library needs checked dependent live-range invariants, owner-tied borrow provenance, bounded reborrowing, result-borrow provenance to produce Option of minimum/maximum pair or occupied entry guard; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Shared or unique borrow. Success: Option of minimum/maximum pair or occupied entry guard. Failure/exit: Empty returns None; guard abandonment leaves map valid. Returned borrows remain tied to the source, and the operation drops no payload.	Required bound: O(log n) worst case, commonly O(1) endpoint descent cache-dependent. A stronger-cost simulation does not cover this contract.	Preserve: Sorted endpoint identity observable. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject a universal bitmap or per-element allocation that worsens the frozen bound.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	exercise empty and nonempty endpoints; abandon an entry guard and verify the map remains valid.	Unresolved: ordered/recursive-topology, access/reborrow Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=first_key_value,last_key_value,first_entry,last_entry; RUST-DATA-CONTRACT-CENSUS.tsv:OMAP-END-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-DEPENDENT,BR-PROV,BR-REBORROW,BR-RESULT
OMAP-INSERT-01	ST-DEPENDENT,ST-HOLE,OW-INIT,OW-REPLACE,OW-RELOCATE,OW-DROP,EX-NORMAL,EX-ABORT,BR-INVALIDATE,FL-CAPACITY,FL-ALLOC,FL-ATOMIC,FL-CALLBACK,AB-SEAL,AB-BEHAVIOR	Current capability gap: X.	X	An ordinary no-unsafe library needs checked dependent live-range invariants, contained transient-hole state, single-owner initialization, initialized-place replacement, ownership-preserving relocation, exact live-value destruction, validity on every normal exit, memory-safe abort edges, structural invalidation, checked capacity arithmetic, explicit allocation-failure policy, invoked-behavior containment, unforgeable abstraction state, static behavior dispatch, recoverable failure atomicity to produce New entry inserted or old value returned and key policy preserved; the exact public route remains unresolved until the named lock.	Input: Moves key and value. Success: New entry inserted or old value returned and key policy preserved. Rust failure evidence: Allocation failure/OOM must not lose offered affine values under xlang contract. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(log n). A stronger-cost simulation does not cover this contract.	Preserve: Sorted key order; address stability not promised. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject a universal bitmap or per-element allocation that worsens the frozen bound; equating aborting OOM with recoverable allocation.	No optimizer fact channel is required by this contract; a later implementation may not invent one without hostile review.	detect moved-from read, lost owner, and double ownership; verify exact live-value drops and zero dead-slot drops; inject allocation/capacity failure only at the contract's allocating points; trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: ordered/recursive-topology, access/reborrow, behavior, failure-policy, ownership-transition Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap member=insert; RUST-DATA-CONTRACT-CENSUS.tsv:OMAP-INSERT-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-DEPENDENT,ST-HOLE,OW-INIT,OW-REPLACE,OW-RELOCATE,OW-DROP,EX-NORMAL,EX-ABORT,BR-INVALIDATE,FL-CAPACITY,FL-ALLOC,FL-ATOMIC,FL-CALLBACK,AB-SEAL,AB-BEHAVIOR
MAP-ENTRY-01	ST-SPARSE,ST-DEPENDENT,ST-HOLE,OW-INIT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,BR-PROV,BR-INVALIDATE,BR-CURSOR,FL-CAPACITY,FL-ALLOC,FL-ATOMIC,FL-CALLBACK,AB-SEAL,AB-BEHAVIOR,FT-STATE	Current capability gap: X.	X	An ordinary no-unsafe library needs checked sparse occupancy coherence, dependent live-range invariants, memory-safe abort edges, owner-tied borrow provenance, owner-bound cursor state, invoked-behavior containment, unforgeable abstraction state, static behavior dispatch, live-state fact integrity, contained transient-hole state, single-owner initialization, exact live-value destruction, validity on every normal exit, safe protocol abandonment, structural invalidation, checked capacity arithmetic, explicit allocation-failure policy, recoverable failure atomicity to produce Single-lookup occupied/vacant protocol yielding value borrow or occupied guard; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Unique map borrow; key moved into vacant state or retained by protocol. Success: Single-lookup occupied/vacant protocol yielding value borrow or occupied guard. Rust failure evidence: Allocation/callback failure must preserve map and exact ownership of candidate key/value; abandonment leaves map valid. Returned borrows remain tied to the source, and the operation drops no payload. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: One keyed lookup plus insertion cost. A stronger-cost simulation does not cover this contract.	Preserve: Ordered map preserves order; hash map preserves no iteration order. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject sparse metadata on dense or append-only paths; a universal bitmap or per-element allocation that worsens the frozen bound.	live/occupancy facts are owner/version scoped and invalidate on structural mutation, relocation, clear, or drop; provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	reject payload access after the recorded live-state invalidator; trap/fail the invoked behavior at every call index without corrupting state; verify exact live-value drops and zero dead-slot drops; abandon the protocol on each normal early-exit edge and verify the base owner; inject allocation/capacity failure only at the contract's allocating points.	Unresolved: sparse/unordered, ordered/recursive-topology, access/reborrow, behavior, failure-policy Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv members=BTreeMap::entry,HashMap::entry; helper paths=alloc::collections::btree_map::{Entry,OccupiedEntry,VacantEntry},std::collections::hash_map::{Entry,OccupiedEntry,VacantEntry}; RUST-DATA-CONTRACT-CENSUS.tsv:MAP-ENTRY-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-SPARSE,ST-DEPENDENT,ST-HOLE,OW-INIT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,BR-PROV,BR-INVALIDATE,BR-CURSOR,FL-CAPACITY,FL-ALLOC,FL-ATOMIC,FL-CALLBACK,AB-SEAL,AB-BEHAVIOR,FT-STATE
MAP-OCCUPIED-01	ST-SPARSE,ST-DEPENDENT,OW-MOVEOUT,OW-REPLACE,OW-DROP,EX-NORMAL,EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,AB-SEAL,FT-STATE	Current capability gap: X.	X	An ordinary no-unsafe library needs checked sparse occupancy coherence, dependent live-range invariants, atomic affine move-out, initialized-place replacement, exact live-value destruction, validity on every normal exit, safe protocol abandonment, owner-tied borrow provenance, result-borrow provenance, owner-bound cursor state, unforgeable abstraction state, live-state fact integrity to produce Borrow value, replace and return old V, or remove V/(K,V); the exact public route remains unresolved until the named lock.	Input: Borrow or consume guard; insert moves V. Success: Borrow value, replace and return old V, or remove V/(K,V). Failure/abandonment: No missing-key failure; replacement/removal must preserve exact ownership. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit.	Required bound: O(1) after entry lookup, excluding structural repair for ordered removal. A stronger-cost simulation does not cover this contract.	Preserve: Canonical stored key identity observable; container-specific order remains. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject sparse metadata on dense or append-only paths; a universal bitmap or per-element allocation that worsens the frozen bound.	live/occupancy facts are owner/version scoped and invalidate on structural mutation, relocation, clear, or drop; provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	reject payload access after the recorded live-state invalidator; detect moved-from read, lost owner, and double ownership; verify exact live-value drops and zero dead-slot drops; abandon the protocol on each normal early-exit edge and verify the base owner.	Unresolved: sparse/unordered, ordered/recursive-topology, access/reborrow, ownership-transition Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item names=OccupiedEntry methods=key,get,get_mut,into_mut,insert,remove,remove_entry; RUST-DATA-CONTRACT-CENSUS.tsv:MAP-OCCUPIED-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-SPARSE,ST-DEPENDENT,OW-MOVEOUT,OW-REPLACE,OW-DROP,EX-NORMAL,EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,AB-SEAL,FT-STATE
MAP-VACANT-01	ST-SPARSE,ST-DEPENDENT,OW-INIT,EX-NORMAL,EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,FL-CAPACITY,FL-ALLOC,FL-ATOMIC,AB-SEAL,FT-STATE	Current capability gap: X.	X	An ordinary no-unsafe library needs checked sparse occupancy coherence, dependent live-range invariants, single-owner initialization, validity on every normal exit, safe protocol abandonment, owner-tied borrow provenance, result-borrow provenance, owner-bound cursor state, checked capacity arithmetic, explicit allocation-failure policy, unforgeable abstraction state, live-state fact integrity, recoverable failure atomicity to produce Recover candidate key or insert and return unique V/occupied guard; the exact public route remains unresolved until the named lock.	Input: Borrow or consume guard; insert moves V. Success: Recover candidate key or insert and return unique V/occupied guard. Failure/abandonment: Allocation failure must return/preserve key and offered V under xlang obligation. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit.	Required bound: O(1) after lookup plus insertion/repair. A stronger-cost simulation does not cover this contract.	Preserve: Container order contract applies. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject sparse metadata on dense or append-only paths; a universal bitmap or per-element allocation that worsens the frozen bound; equating aborting OOM with recoverable allocation.	live/occupancy facts are owner/version scoped and invalidate on structural mutation, relocation, clear, or drop; provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	reject payload access after the recorded live-state invalidator; abandon the protocol on each normal early-exit edge and verify the base owner; inject allocation/capacity failure only at the contract's allocating points.	Unresolved: sparse/unordered, ordered/recursive-topology, access/reborrow, failure-policy, ownership-transition Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item names=VacantEntry methods=key,into_key,insert,insert_entry; RUST-DATA-CONTRACT-CENSUS.tsv:MAP-VACANT-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-SPARSE,ST-DEPENDENT,OW-INIT,EX-NORMAL,EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,FL-CAPACITY,FL-ALLOC,FL-ATOMIC,AB-SEAL,FT-STATE
OMAP-REMOVE-01	ST-DEPENDENT,ST-HOLE,OW-MOVEOUT,OW-RELOCATE,OW-DROP,EX-NORMAL,EX-ABORT,BR-INVALIDATE,FL-CALLBACK,AB-BEHAVIOR	Current capability gap: X.	X	An ordinary no-unsafe library needs checked dependent live-range invariants, contained transient-hole state, atomic affine move-out, ownership-preserving relocation, exact live-value destruction, validity on every normal exit, memory-safe abort edges, structural invalidation, invoked-behavior containment, static behavior dispatch to produce Option<V>, Option<(K,V)>, or endpoint pair moved out; the exact public route remains unresolved until the named lock.	Input: Unique map borrow. Success: Option<V>, Option<(K,V)>, or endpoint pair moved out. Rust failure evidence: Missing key/empty returns None. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(log n). A stronger-cost simulation does not cover this contract.	Preserve: Remaining sorted order retained. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject a universal bitmap or per-element allocation that worsens the frozen bound.	No optimizer fact channel is required by this contract; a later implementation may not invent one without hostile review.	detect moved-from read, lost owner, and double ownership; verify exact live-value drops and zero dead-slot drops; trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: ordered/recursive-topology, access/reborrow, behavior, ownership-transition Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=remove,remove_entry,pop_first,pop_last; RUST-DATA-CONTRACT-CENSUS.tsv:OMAP-REMOVE-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-DEPENDENT,ST-HOLE,OW-MOVEOUT,OW-RELOCATE,OW-DROP,EX-NORMAL,EX-ABORT,BR-INVALIDATE,FL-CALLBACK,AB-BEHAVIOR
OMAP-RANGE-01	ST-DEPENDENT,EX-ABORT,BR-PROV,BR-RESULT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,IT-SHARED,IT-UNIQ	Current capability gap: X.	X	An ordinary no-unsafe library needs checked dependent live-range invariants, memory-safe abort edges, owner-tied borrow provenance, result-borrow provenance, owner-bound cursor state, invoked-behavior containment, static behavior dispatch, shared traversal, unique traversal to produce Double-ended iterator over in-range entries in sorted key order; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Shared or unique borrow. Success: Double-ended iterator over in-range entries in sorted key order. Rust failure evidence: Invalid inverted/equal-excluded range panics per Rust contract. Returned borrows remain tied to the source, and the operation drops no payload. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(log n + k), amortized O(1) per yielded item. A stronger-cost simulation does not cover this contract.	Preserve: Sorted order; inclusive/exclusive bounds observable. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject a universal bitmap or per-element allocation that worsens the frozen bound.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: ordered/recursive-topology, access/reborrow, iteration, behavior Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=range,range_mut; RUST-DATA-CONTRACT-CENSUS.tsv:OMAP-RANGE-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-DEPENDENT,EX-ABORT,BR-PROV,BR-RESULT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,IT-SHARED,IT-UNIQ
OMAP-ITER-01	ST-DEPENDENT,OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,IT-SHARED,IT-UNIQ,IT-OWN	Current capability gap: X.	X	An ordinary no-unsafe library needs checked dependent live-range invariants, owner-tied borrow provenance, result-borrow provenance, owner-bound cursor state, shared traversal, unique traversal, atomic affine move-out, exact live-value destruction, validity on every normal exit, safe protocol abandonment, owning traversal to produce Sorted key/value borrows or moved keys/values; the exact public route remains unresolved until the named lock.	Borrowed entrances transfer no payload ownership, and every returned borrow remains tied to its source. An owning entrance consumes the container and yields each moved payload exactly once. Normal exhaustion frees the storage; normal early abandonment destroys every unyielded live payload exactly once and leaves no surviving container owner.	Required bound: O(log n) setup worst case and amortized O(1) next. A stronger-cost simulation does not cover this contract.	Preserve: Strict sorted key order. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject a universal bitmap or per-element allocation that worsens the frozen bound.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	verify exact live-value drops and zero dead-slot drops; abandon the protocol on each normal early-exit edge and verify the base owner; detect moved-from read, lost owner, and double ownership.	Unresolved: ordered/recursive-topology, access/reborrow, iteration Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=iter,iter_mut,keys,values,values_mut,into_keys,into_values; RUST-DATA-CONTRACT-CENSUS.tsv:OMAP-ITER-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-DEPENDENT,OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,IT-SHARED,IT-UNIQ,IT-OWN
OMAP-FILTER-01	ST-DEPENDENT,ST-HOLE,OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,BR-INVALIDATE,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,IT-OWN	Current capability gap: X.	X	An ordinary no-unsafe library needs checked dependent live-range invariants, contained transient-hole state, atomic affine move-out, exact live-value destruction, validity on every normal exit, safe protocol abandonment, memory-safe abort edges, structural invalidation, owner-bound cursor state, invoked-behavior containment, static behavior dispatch, owning traversal to produce Retain drops rejected entries; extract yields selected (K,V) and retains others; the exact public route remains unresolved until the named lock.	Input: Unique map plus predicate; extract iterator moves removed pairs. Success: Retain drops rejected entries; extract yields selected (K,V) and retains others. Rust failure evidence: Callback trap/early abandonment must preserve valid tree and exact ownership. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(n) predicate plus repair; range extraction O(log n+k). A stronger-cost simulation does not cover this contract.	Preserve: Sorted order of retained/yielded entries. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject a universal bitmap or per-element allocation that worsens the frozen bound.	No optimizer fact channel is required by this contract; a later implementation may not invent one without hostile review.	detect moved-from read, lost owner, and double ownership; verify exact live-value drops and zero dead-slot drops; abandon the protocol on each normal early-exit edge and verify the base owner; trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: ordered/recursive-topology, access/reborrow, iteration, behavior, ownership-transition Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=retain,extract_if; RUST-DATA-CONTRACT-CENSUS.tsv:OMAP-FILTER-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-DEPENDENT,ST-HOLE,OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,BR-INVALIDATE,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,IT-OWN
