algorithm_id	operation_gate_id	member_contract_id	contract_ids	exact_trigger_and_prestate	exact_commit_and_poststate	behavior_schedule	allocation_and_capacity_rule	resource_ceiling	rust_reference_route_id	member_declaration_sha256	status
ALG-422E95DCB05A152F4ABE	OPG-422E95DCB05A152F4ABE	DENSE-RESERVE-EXACT	DENSE-RESERVE-EXACT::SEQ-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW,DENSE-RESERVE-EXACT::SEQ-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW	DENSE-RESERVE-EXACT::SEQ-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: trigger=len+additional>capacity and allocation succeeds.; pre=BASE is valid; ADDITIONAL is checked; no payload borrow is live. || DENSE-RESERVE-EXACT::SEQ-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: trigger=len+additional<=capacity.; pre=BASE is valid; ADDITIONAL is checked; no payload borrow is live.	DENSE-RESERVE-EXACT::SEQ-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: commit=COMMIT_AFTER_NEW_OWNER_AND_ALL_RELOCATIONS; post=Returns BASE with capacity>=len+ADDITIONAL using the exact logical request before allocator rounding.; equation=Values(BASE')=Values(BASE); root A1 and version V1 are fresh even when numerical address is reused. || DENSE-RESERVE-EXACT::SEQ-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: commit=NO_DESTRUCTIVE_COMMIT; post=Returns BASE with capacity>=len+ADDITIONAL using the exact logical request before allocator rounding.; equation=BASE1=BASE0.	DENSE-RESERVE-EXACT::SEQ-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: ZERO Outcome branch calls: ZERO. || DENSE-RESERVE-EXACT::SEQ-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: ZERO Outcome branch calls: ZERO.	DENSE-RESERVE-EXACT::SEQ-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: ALLOC(BASE')=A1;A0=released || DENSE-RESERVE-EXACT::SEQ-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: ALLOC(BASE)=A0	DENSE-RESERVE-EXACT::SEQ-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: O(len) only on growth; at most one allocation. || DENSE-RESERVE-EXACT::SEQ-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: O(len) only on growth; at most one allocation.	REF-RUST-VEC	8fc5c1f34e0678dc6bd04816cb2cac3c8d7565a0e565aff92451797a5b321b0a	FROZEN_PROTOCOL
ALG-426020856F9C000F8CAF	OPG-426020856F9C000F8CAF	DENSE-COPY-FROM	DENSE-COPY-FROM::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS	DENSE-COPY-FROM::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=DST and SRC are equally long Copy views and do not violate the member overlap rule.	DENSE-COPY-FROM::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=DST values equal the pre-call SRC values; owners are Copy and no affine identity is duplicated.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-COPY-FROM::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-COPY-FROM::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-COPY-FROM::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS: Exactly len payload copies; zero allocation.	REF-RUST-VEC	4137706e11b03dc8f85d5b5c9f6e5ab37f83970d44a437cf8107a0cc89736030	FROZEN_PROTOCOL
ALG-4360E6FC9CE2D3F6C8F8	OPG-4360E6FC9CE2D3F6C8F8	DENSE-SPLIT-OFF	DENSE-SPLIT-OFF::SEQ-SPLIT-01::COMMON-NON-OD1::SUCCESS	DENSE-SPLIT-OFF::SEQ-SPLIT-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=BASE is valid; 0<=INDEX<=len; no incompatible borrow is live.	DENSE-SPLIT-OFF::SEQ-SPLIT-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns prefix BASE and new suffix owner; each old owner appears in exactly one result in original order.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-SPLIT-OFF::SEQ-SPLIT-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-SPLIT-OFF::SEQ-SPLIT-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-SPLIT-OFF::SEQ-SPLIT-01::COMMON-NON-OD1::SUCCESS: O(len-index) moves; one suffix allocation except ZST; no clone.	REF-RUST-VEC	d1e9ce2195bd662227d897c652f5a3aa558f21ae205335ac490941bac61c1e5b	FROZEN_PROTOCOL
ALG-4386D8EC7174ECE980C5	OPG-4386D8EC7174ECE980C5	DENSE-RESIZE-WITH	DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW,DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: trigger=All recoverable preparation succeeds before the first destructive commit.; pre=BASE is valid; NEW_LEN is checked; PRODUCER is owned. || DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; NEW_LEN is checked; PRODUCER is owned.	DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: commit=LAST_RECOVERABLE_POINT_BEFORE_ANY_OWNER_MOVE; post=Shrink destroys suffix; growth appends one produced owner per new slot in order.; equation=All old and offered owners reach exactly one post-state role. || DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=Shrink destroys suffix; growth appends one produced owner per new slot in order.; equation=Every offered owner has exactly one declared destination.	DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: Exactly max(new_len-old_len,0) calls; zero calls on shrink/equal. Outcome branch calls: DECLARED_MEMBER_COUNT. || DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: Exactly max(new_len-old_len,0) calls; zero calls on shrink/equal. Outcome branch calls: DECLARED_MEMBER_COUNT.	DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: O(abs length delta); at most one growth allocation. || DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: O(abs length delta); at most one growth allocation.	REF-RUST-VEC	b8ff9797a91a10d4234eddaf2f615112fcf647e348be65dbede9e4b883da1209	FROZEN_PROTOCOL
ALG-449DBB7C37AA05DD83A7	OPG-449DBB7C37AA05DD83A7	DENSE-INDEX-SHARED	DENSE-INDEX-SHARED::TRAIT-INDEX-01::COMMON-NON-OD1::SUCCESS	DENSE-INDEX-SHARED::TRAIT-INDEX-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=VIEW is valid; INDEX/RANGE is supplied.	DENSE-INDEX-SHARED::TRAIT-INDEX-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=In bounds returns receiver-rooted shared result; out of bounds traps before access.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-INDEX-SHARED::TRAIT-INDEX-01::COMMON-NON-OD1::SUCCESS: Index behavior is statically selected and direct. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-INDEX-SHARED::TRAIT-INDEX-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-INDEX-SHARED::TRAIT-INDEX-01::COMMON-NON-OD1::SUCCESS: O(1) scalar/range formation; zero allocation.	REF-RUST-VEC	d7c1b9da4bb98d6c8a29fa404a0b730e72913d7907ed13b4f8a0857428db4014	FROZEN_PROTOCOL
ALG-44A40AEF055F352038D5	OPG-44A40AEF055F352038D5	DENSE-INTO-BOXED	DENSE-INTO-BOXED::SEQ-CONVERT-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE,DENSE-INTO-BOXED::SEQ-CONVERT-01::COMMON-NON-OD1::SUCCESS_RELOCATE	DENSE-INTO-BOXED::SEQ-CONVERT-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE: trigger=Requested shrink does not reduce allocator-backed capacity.; pre=BASE is a valid dense owner. || DENSE-INTO-BOXED::SEQ-CONVERT-01::COMMON-NON-OD1::SUCCESS_RELOCATE: trigger=Shrink uses a replacement allocation or changed allocation root.; pre=BASE is a valid dense owner.	DENSE-INTO-BOXED::SEQ-CONVERT-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE: commit=NO_DESTRUCTIVE_COMMIT; post=Returns one exact-length boxed dense owner containing every former value owner in order; the former BASE binding is dead.; equation=BASE1=BASE0. || DENSE-INTO-BOXED::SEQ-CONVERT-01::COMMON-NON-OD1::SUCCESS_RELOCATE: commit=COMMIT_AFTER_ALL_VALUES_RELOCATE; post=Returns one exact-length boxed dense owner containing every former value owner in order; the former BASE binding is dead.; equation=Values and order preserved; every old-root fact invalidated.	DENSE-INTO-BOXED::SEQ-CONVERT-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE: ZERO Outcome branch calls: ZERO. || DENSE-INTO-BOXED::SEQ-CONVERT-01::COMMON-NON-OD1::SUCCESS_RELOCATE: ZERO Outcome branch calls: ZERO.	DENSE-INTO-BOXED::SEQ-CONVERT-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE: ALLOC(BASE)=A0 || DENSE-INTO-BOXED::SEQ-CONVERT-01::COMMON-NON-OD1::SUCCESS_RELOCATE: ALLOC(BASE')=A1;A0=released	DENSE-INTO-BOXED::SEQ-CONVERT-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE: O(n) only if shrink relocates; at most one replacement allocation; no clone. || DENSE-INTO-BOXED::SEQ-CONVERT-01::COMMON-NON-OD1::SUCCESS_RELOCATE: O(n) only if shrink relocates; at most one replacement allocation; no clone.	REF-RUST-VEC	98ece4780d7a023cdc47489113e65e3060238b8eb882c745e3687fe8f24320e6	FROZEN_PROTOCOL
ALG-48B9754D36465418A720	OPG-48B9754D36465418A720	DENSE-TRY-RESERVE-EXACT	DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW,DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW	DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: trigger=len+additional>capacity and allocation succeeds.; pre=BASE is valid; ADDITIONAL is supplied; no payload borrow is live. || DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: trigger=len+additional<=capacity.; pre=BASE is valid; ADDITIONAL is supplied; no payload borrow is live.	DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: commit=COMMIT_AFTER_NEW_OWNER_AND_ALL_RELOCATIONS; post=As try_reserve with exact logical request before allocator rounding.; equation=Values(BASE')=Values(BASE); root/version transfer is exact. || DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: commit=NO_DESTRUCTIVE_COMMIT; post=As try_reserve with exact logical request before allocator rounding.; equation=BASE1=BASE0.	DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: ZERO Outcome branch calls: ZERO. || DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: ZERO Outcome branch calls: ZERO.	DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: ALLOC(BASE')=A1;A0=released || DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: ALLOC(BASE)=A0	DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: O(len) only on successful growth; at most one allocation attempt. || DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: O(len) only on successful growth; at most one allocation attempt.	REF-RUST-VEC	15edc787deaca759a36c4d44754b544fa69a85e2ee9263533c1dd1ab7a033e2c	FROZEN_PROTOCOL
ALG-50D77A722E2F6DAADA0E	OPG-50D77A722E2F6DAADA0E	DENSE-RESIZE-CLONE	DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW,DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: trigger=All recoverable preparation succeeds before the first destructive commit.; pre=BASE is valid; NEW_LEN is checked; SEED is owned when growth is requested. || DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; NEW_LEN is checked; SEED is owned when growth is requested.	DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: commit=LAST_RECOVERABLE_POINT_BEFORE_ANY_OWNER_MOVE; post=Shrink destroys suffix owners; growth appends clone results and moves SEED exactly into the final new slot.; equation=All old and offered owners reach exactly one post-state role. || DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=Shrink destroys suffix owners; growth appends clone results and moves SEED exactly into the final new slot.; equation=Every offered owner has exactly one declared destination.	DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: Growth calls clone_from/clone exactly max(new_len-old_len-1,0) times in order. Outcome branch calls: DECLARED_MEMBER_COUNT. || DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: Growth calls clone_from/clone exactly max(new_len-old_len-1,0) times in order. Outcome branch calls: DECLARED_MEMBER_COUNT.	DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: O(abs length delta); at most one growth allocation. || DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: O(abs length delta); at most one growth allocation.	REF-RUST-VEC	3408eb161719a2ff5c245c4951126c6c8bb7c0aa7992252e81d9304f9c3deb3c	FROZEN_PROTOCOL
ALG-54F8590B60FFF49F95BB	OPG-54F8590B60FFF49F95BB	DENSE-CONCAT	DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS	DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=Every source view is valid and payload Clone is available.	DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns one new valid dense owner containing cloned values in source order; sources remain valid.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS: One clone per result element in source order. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS: O(total elements); one destination allocation; no per-item allocation.	REF-RUST-VEC	0ddef1877dc01416489b5c77ec3c859a56929ed10857d6dfe3f109e877880c6f	FROZEN_PROTOCOL
ALG-5904B76DFA750DCB3E44	OPG-5904B76DFA750DCB3E44	DENSE-HASH-TRAVERSAL	DENSE-HASH-TRAVERSAL::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS	DENSE-HASH-TRAVERSAL::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=BASE and caller HASHER are valid; BASE is shared-borrowed and HASHER uniquely reborrowed.	DENSE-HASH-TRAVERSAL::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=BASE remains valid; HASHER post-state follows its declared effect relation.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-HASH-TRAVERSAL::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS: One hasher call per frozen element/length component in order; no call is elided or duplicated. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-HASH-TRAVERSAL::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-HASH-TRAVERSAL::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS: O(len); zero collection allocation; monomorphized direct calls.	REF-RUST-VEC	9322db75cc6db376577f48ac280b4a0640206aed41a25ae6fef79b1b8c1b1690	FROZEN_PROTOCOL
ALG-5C2C3CA3C514CFE08009	OPG-5C2C3CA3C514CFE08009	DENSE-REPLACE	DENSE-REPLACE::MEM-REPLACE-01::COMMON-NON-OD1::SUCCESS	DENSE-REPLACE::MEM-REPLACE-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=PLACE is live under unique authority; VALUE is owned.	DENSE-REPLACE::MEM-REPLACE-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Atomically installs VALUE and returns the old sole owner; no placeholder or double-live state is observable.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-REPLACE::MEM-REPLACE-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-REPLACE::MEM-REPLACE-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-REPLACE::MEM-REPLACE-01::COMMON-NON-OD1::SUCCESS: O(1) plus payload move; zero allocation.	REF-RUST-VEC	e5dee7555c89bea6f94a48007f944a6b37be90de2de12b99f46b1f86c53f1ea0	FROZEN_PROTOCOL
ALG-5C81C1023F70FA929D89	OPG-5C81C1023F70FA929D89	DENSE-EXTEND-WITHIN	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW,DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: trigger=All recoverable preparation succeeds before the first destructive commit.; pre=BASE is valid; source range is in its pre-call live prefix; Clone is available. || DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; source range is in its pre-call live prefix; Clone is available.	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: commit=LAST_RECOVERABLE_POINT_BEFORE_ANY_OWNER_MOVE; post=BASE appends clones of the pre-call source range in source order.; equation=All old and offered owners reach exactly one post-state role. || DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=BASE appends clones of the pre-call source range in source order.; equation=Every offered owner has exactly one declared destination.	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: Exactly source-range length clone calls in order; source indices refer to the pre-call prefix. Outcome branch calls: DECLARED_MEMBER_COUNT. || DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: Exactly source-range length clone calls in order; source indices refer to the pre-call prefix. Outcome branch calls: DECLARED_MEMBER_COUNT.	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: O(range length); at most one growth allocation. || DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: O(range length); at most one growth allocation.	REF-RUST-VEC	df56c59d330609fc30dff813f1955b5ca8bc298b8c451076a50076026d9db3c1	FROZEN_PROTOCOL
ALG-5DA27F8E28AC12CA4E68	OPG-5DA27F8E28AC12CA4E68	DENSE-POP-IF	DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_FALSE,DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_TRUE	DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_FALSE: trigger=len>0 and the one predicate call returns false.; pre=BASE is valid; PRED is owned; no incompatible borrow is live. || DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_TRUE: trigger=len>0 and the one predicate call returns true.; pre=BASE is valid; PRED is owned; no incompatible borrow is live.	DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_FALSE: commit=NO_PAYLOAD_COMMIT; post=Empty destroys PRED unused; false preserves last owner; true marks last dead before returning its owner.; equation=Last owner remains in BASE with behavior-authorized mutation only. || DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_TRUE: commit=SLOT_DEAD_BEFORE_RESULT_LIVE; post=Empty destroys PRED unused; false preserves last owner; true marks last dead before returning its owner.; equation=VALUE is returned once and not destroyed.	DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_FALSE: At most one predicate call on the last live element; exactly zero when empty. Outcome branch calls: EXACTLY_ONE. || DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_TRUE: At most one predicate call on the last live element; exactly zero when empty. Outcome branch calls: EXACTLY_ONE.	DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_FALSE: unchanged || DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_TRUE: unchanged	DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_FALSE: O(1); zero allocation. || DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_TRUE: O(1); zero allocation.	REF-RUST-VEC	61128cffe7bb3f34bf8f12f7a42a81ecf26850ef6d9b7119c18341f1d58a0e62	FROZEN_PROTOCOL
ALG-5E3BDC6389F32E176B29	OPG-5E3BDC6389F32E176B29	DENSE-APPEND-MOVE	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW,DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: trigger=All recoverable preparation succeeds before the first destructive commit.; pre=DEST and SRC are valid dense owners; no incompatible borrow is live. || DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=DEST and SRC are valid dense owners; no incompatible borrow is live.	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: commit=LAST_RECOVERABLE_POINT_BEFORE_ANY_OWNER_MOVE; post=DEST contains old DEST followed by every old SRC owner; SRC is valid empty and retains its allocation unless transferred by the frozen capacity rule.; equation=All old and offered owners reach exactly one post-state role. || DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=DEST contains old DEST followed by every old SRC owner; SRC is valid empty and retains its allocation unless transferred by the frozen capacity rule.; equation=Every offered owner has exactly one declared destination.	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ZERO Outcome branch calls: ZERO. || DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ZERO Outcome branch calls: ZERO.	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: O(len(SRC)) direct owner transfers; at most one growth allocation; no clone or per-item allocation. || DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: O(len(SRC)) direct owner transfers; at most one growth allocation; no clone or per-item allocation.	REF-RUST-VEC	bd74ee65415f194337752423ed8119028c9ee48861c67172d8439c8373be4fc2	FROZEN_PROTOCOL
