canonical_key	representative_path	member_name	route_kind	route_id	route_reason
src/core/ops/range.rs.html#415|provided_or_inherent_method|start	core::ops::RangeInclusive	start	contract	RANGE-LEGACY-INCLUSIVE-ACCESS-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/ops/range.rs.html#281|item|RangeTo	core::ops::RangeTo	RangeTo	contract	RANGE-VALUE-TO-EXCLUSIVE-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/ops/range.rs.html#313|provided_or_inherent_method|contains	core::ops::RangeTo	contains	contract	RANGE-CONTAINS-TO-EXCLUSIVE-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/ops/range.rs.html#610|item|RangeToInclusive	core::ops::RangeToInclusive	RangeToInclusive	contract	RANGE-VALUE-TO-INCLUSIVE-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/ops/range.rs.html#642|provided_or_inherent_method|contains	core::ops::RangeToInclusive	contains	contract	RANGE-CONTAINS-TO-INCLUSIVE-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
core::range|item|range|	core::range	range	redundant_surface	RANGE-VALUE-HALFOPEN-01	Rust namespace or reexport spelling; range semantics route to the value clusters.
src/core/range.rs.html#72|item|Range	core::range::Range	Range	contract	RANGE-VALUE-HALFOPEN-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range.rs.html#137|provided_or_inherent_method|contains	core::range::Range	contains	contract	RANGE-CONTAINS-HALFOPEN-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range.rs.html#169|provided_or_inherent_method|is_empty	core::range::Range	is_empty	contract	RANGE-EMPTY-HALFOPEN-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range.rs.html#108|provided_or_inherent_method|iter	core::range::Range	iter	contract	RANGE-ITER-HALFOPEN-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range.rs.html#448|item|RangeFrom	core::range::RangeFrom	RangeFrom	contract	RANGE-VALUE-FROM-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range.rs.html#504|provided_or_inherent_method|contains	core::range::RangeFrom	contains	contract	RANGE-CONTAINS-FROM-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range.rs.html#480|provided_or_inherent_method|iter	core::range::RangeFrom	iter	contract	RANGE-ITER-FROM-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range/iter.rs.html#327|item|RangeFromIter	core::range::RangeFromIter	RangeFromIter	redundant_surface	RANGE-ITER-FROM-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range.rs.html#251|item|RangeInclusive	core::range::RangeInclusive	RangeInclusive	contract	RANGE-VALUE-INCLUSIVE-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range.rs.html#295|provided_or_inherent_method|contains	core::range::RangeInclusive	contains	contract	RANGE-CONTAINS-INCLUSIVE-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range.rs.html#327|provided_or_inherent_method|is_empty	core::range::RangeInclusive	is_empty	contract	RANGE-EMPTY-INCLUSIVE-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range.rs.html#352|provided_or_inherent_method|iter	core::range::RangeInclusive	iter	contract	RANGE-ITER-INCLUSIVE-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range/iter.rs.html#172|item|RangeInclusiveIter	core::range::RangeInclusiveIter	RangeInclusiveIter	redundant_surface	RANGE-ITER-INCLUSIVE-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range/iter.rs.html#11|item|RangeIter	core::range::RangeIter	RangeIter	redundant_surface	RANGE-ITER-HALFOPEN-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range.rs.html#623|item|RangeToInclusive	core::range::RangeToInclusive	RangeToInclusive	contract	RANGE-VALUE-TO-INCLUSIVE-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
src/core/range.rs.html#655|provided_or_inherent_method|contains	core::range::RangeToInclusive	contains	contract	RANGE-CONTAINS-TO-INCLUSIVE-01	Stable range value, query, or iterator state routes to its exact bound-form contract.
std::iter|item|iter|	std::iter	iter	redundant_surface	TRAIT-ITER-01	Rust namespace or reexport spelling; iteration semantics route to the protocol clusters.
std::range|item|range|	std::range	range	redundant_surface	RANGE-VALUE-HALFOPEN-01	Rust namespace or reexport spelling; range semantics route to the value clusters.
