impl_ordinal	topology_route_identity	impl_key	selection_family	owning_contract_ids	implementer	exact_classifier_id	classifier_rationale	primary_refinement_family_or_gate	required_predecessor_family_ids	required_predecessor_gate_stage_ids	implicated_or_reopening_family_ids	implicated_or_reopening_gate_stage_ids	classification_policy	topology_scope_policy	source_artifact	source_row_sha256	source_crosswalk_sha256	vocabulary_sha256	classifier_member_count	classifier_member_sha256	policy_version
163	160f8171eb29a79cbee420192fab505d283917ab4c31d4b27b19456d8875d59d	d8386fec148036f191ba061e0823cf77bc74a27660426af871e81370b3db6e83	DEFAULT	TRAIT-DEFAULT-01	String	CLASS-TEXT	String, str, and boxed str require the text family, with dense storage retained only as a predecessor.	F-TEXT	F-DENSE	NONE	F-TEXT	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	4e229bef3eb4af547245713afdc1a2f24ffc794e7269410a271bbae0a0fe74df	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	60	bc1d08c10e2ceeae083beed253e9f5a8cdf9d04442c50d6ccdbff96e75a6c7a8	xlang-g0-trait-impl-topology-routing-v1
164	43ccb2c6f2a9614538bcfb01d8ccba2e94b471dbdd90f960d1ddafa1780721ef	22f053b1ba557c3733d44782987045ecf1afecd9c3f1ba7afc07e635be59484d	DEFAULT	TRAIT-DEFAULT-01	BTreeMap<K, V>	CLASS-ORDERED	B-tree map and set implementers retain comparison-ordered topology after reviewed dense node arrays and both general recursive-owner and stable-identity node routes; candidates need not combine them or pay unused metadata.	F-ORDERED	F-DENSE,F-IDENTITY,F-RECURSIVE	NONE	F-ORDERED	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	918f188e7b5b8bf541927a47a4ad7bf7bd9da5ed8331d94413dc3cb1c1e1341a	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	27	ffab0aaf622bb3cdb43007b0d90c4d0a34656a9c51350da61777824ec9b1e529	xlang-g0-trait-impl-topology-routing-v1
165	4f017ee452d375d93567291e0c656c77b308b3a28aee7166e26da127536b9935	1a108bf9af70260eddca99069e05545e7008a9d67ca01f5a3c80e9b11eed2d44	DEFAULT	TRAIT-DEFAULT-01	Box<T>	CLASS-RECURSIVE-BOX	Generic Box ownership is the uniquely owned recursive substrate; an allocator type parameter alone imports no allocator-service contract.	F-RECURSIVE	NONE	NONE	F-RECURSIVE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	fcb6a8bef302709478e6e8009823906db7a15ed426f61481b3ede481dc83370e	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	10	7fbf5a258e12cb575f37308928829a5eac369c3589758521229d538d189c75ce	xlang-g0-trait-impl-topology-routing-v1
166	954f931e9c0061137f22bfaa623171bdbcfcd4ac5197dee2edd6878263925c00	7ec7a1dd670c279ec3903525a1020986baffa9ade5e4989c5fd8ce53ef716e5a	DEFAULT	TRAIT-DEFAULT-01	Rc<T>	CLASS-SHARED	Generic Rc and Weak implementers are owned by shared-ownership refinement and do not import dense sequence topology.	F-SHARED	NONE	NONE	F-SHARED	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	3d303078c4cc6dce9c9d876210e2eed96ae219aa9ac05343cc9f1357319eefd5	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	16	395158b90dc0785e53f627275c82702ef1f78fcf31a643507752e726e64f22ce	xlang-g0-trait-impl-topology-routing-v1
167	4d369555640190f50ecc1b2ed327e1799e2f1e2f1f6ad052dea4a37b215957d5	780d5671de4da343f7f1a049efaa287631830b982b82e9f22af56345034d4f32	DEFAULT	TRAIT-DEFAULT-01	RefCell<T>	CLASS-DYNAMIC-BORROW	RefCell and guard implementers require runtime dynamic-borrow topology and do not import dense sequence topology.	F-DYNAMIC-BORROW	NONE	NONE	F-DYNAMIC-BORROW	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	e36c0b8b82616b23ee7aaf190a07822c8249e25573cb22166e031919ae284328	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	5	894076f0fc4e9b0b8d76b4bfdbd5cb1763bad7c47d1709aff198883276681ce1	xlang-g0-trait-impl-topology-routing-v1
168	6ea379ee76ee015c9162815bf6940b25b6f3ae76b57fa82251cf46e085d2462e	c30ab087702aaad155032a65d13c38a79697d32e4a26f0fcdc2fae0e9d3dd5c3	DEFAULT	TRAIT-DEFAULT-01	&[T]	CLASS-DENSE	Contiguous Vec, slice, array, and boxed-slice or boxed-array storage is refined by the dense family.	F-DENSE	NONE	NONE	F-DENSE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	2a22a73029b00b4fe55d3fd05fc6059f4d17e51b9b4910d2f244f70756d829a4	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	119	da744a49e860ff7865e60ec3835bc40b07464a89df75a75a67c9514eaef6a608	xlang-g0-trait-impl-topology-routing-v1
169	0014ae36f3ad155bede97d320cb71300be62f24c312418b529d7433f0ba523a2	e47e1bcec88305c52a34e459fab1c187535114c634c637ca16c173ae70502dc4	DEFAULT	TRAIT-DEFAULT-01	&mut [T]	CLASS-DENSE	Contiguous Vec, slice, array, and boxed-slice or boxed-array storage is refined by the dense family.	F-DENSE	NONE	NONE	F-DENSE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	02377c02f82ebd1372907c637e29e0b3cb82f9834a7ebfa779d09ad14d58ef35	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	119	da744a49e860ff7865e60ec3835bc40b07464a89df75a75a67c9514eaef6a608	xlang-g0-trait-impl-topology-routing-v1
170	81c49a5fc7483866ab6c969362c0ef588c8e818f597088ce61e9a47ad36367d8	fd9c619fd2d8d456013f6782f9e5548733ae44d1243cfd55ccef1d8251c73032	DEFAULT	TRAIT-DEFAULT-01	BTreeSet<T>	CLASS-ORDERED	B-tree map and set implementers retain comparison-ordered topology after reviewed dense node arrays and both general recursive-owner and stable-identity node routes; candidates need not combine them or pay unused metadata.	F-ORDERED	F-DENSE,F-IDENTITY,F-RECURSIVE	NONE	F-ORDERED	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	a86ebd4ff9bd5fda97f154e5dbad6e558e81ed85f466befd236f149d0fe35b0c	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	27	ffab0aaf622bb3cdb43007b0d90c4d0a34656a9c51350da61777824ec9b1e529	xlang-g0-trait-impl-topology-routing-v1
171	2a90fb4c2171f9b4f9577ca8e0ab0ece4659577d5bdcde3ede09334a39ad8460	35d4e62788b2487d39ef60fdce9ef9f2701b8440391358cd4568dca01854954f	DEFAULT	TRAIT-DEFAULT-01	BinaryHeap<T>	CLASS-HEAP	BinaryHeap implementers require heap repair semantics, with dense storage retained only as a predecessor.	F-HEAP	F-DENSE	NONE	F-HEAP	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	6fe026252f7f2a4a0060d1e6f7a2ae603e97f08ee97c4d766196e04aa8b785c1	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	7	e170eed3e6333a5a90365f15d7ab03fee1ceff77bc8e3e508fef86e9e9633a03	xlang-g0-trait-impl-topology-routing-v1
172	1550e7ec1d3fdd12f5db943aa23ed8862159dee208321ec42aade637ce80aa02	5ef0f9dd594e0584e88e94ecb3dda1f96cc310c77bd6067af6e940518cdbeb49	DEFAULT	TRAIT-DEFAULT-01	Box<[T]>	CLASS-DENSE	Contiguous Vec, slice, array, and boxed-slice or boxed-array storage is refined by the dense family.	F-DENSE	NONE	NONE	F-DENSE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	4835838525788713e0c415824252866288666194b042850eedd1317d7f056ba9	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	119	da744a49e860ff7865e60ec3835bc40b07464a89df75a75a67c9514eaef6a608	xlang-g0-trait-impl-topology-routing-v1
173	e1589df4aa1980b1eb20a77f219ad007e3d107e38539f443bbe7038123513a8b	667a2b1b6962efd5253469b4740be3c93b8b1a6e4f6d56895d425a1074732ca8	DEFAULT	TRAIT-DEFAULT-01	LinkedList<T>	CLASS-LINKED	LinkedList implementers pass through the linked-composition gate after dense, identity, and recursive predecessors.	GATE-LINKED-COMPOSITION	F-DENSE,F-IDENTITY,F-RECURSIVE	NONE	NONE	GATE-LINKED-COMPOSITION	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	26f771d7848202d1187d88c4b352a01a1145b5d2078a582b2da238d4657409fc	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	14	568c3bd6f7ae28ba7012e943ab52521be1289b0352a9fbd2a0f5c7d58105af04	xlang-g0-trait-impl-topology-routing-v1
174	376cfeb1021da201b087c7cafd8b1c795c1321fa340164f35e55dd33c4fb5d05	5a08cc0028f71b5d32cb1a740ee15f73bdaecfcfc8e118eee9bea39fec7cefdd	DEFAULT	TRAIT-DEFAULT-01	Rc<[T]>	CLASS-SHARED-DENSE	Rc slice and array wrappers are owned by shared refinement while dense payload storage remains a predecessor; dense cannot disposition the wrapper child.	F-SHARED	F-DENSE	NONE	F-SHARED	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	29a75b976ea2b34e8f8c83b9cc85fb3277c218a325e00c435e729f04e5dee893	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	8	1e12b033252803dd4753727b38f21cc9a954194d37e711357104024783894b59	xlang-g0-trait-impl-topology-routing-v1
175	5c59cac28da265fac09c38ed9118f8728520b734422cc823a3cf86dc171e3498	e37b67721ceb40786598a06235ef2064d14bcd74e41e7a92538c1f068483d55f	DEFAULT	TRAIT-DEFAULT-01	Vec<T>	CLASS-DENSE	Contiguous Vec, slice, array, and boxed-slice or boxed-array storage is refined by the dense family.	F-DENSE	NONE	NONE	F-DENSE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	d679d292c1218c8a7c762b02bc00f3266907f88708b681437bc68a49a121c2dd	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	119	da744a49e860ff7865e60ec3835bc40b07464a89df75a75a67c9514eaef6a608	xlang-g0-trait-impl-topology-routing-v1
176	abb21b566ef0a5016cadc13db5f2bd37313eae176f49601bd3a7ef1e01a81b10	40ce84cbf23fa573a4cd9bcf8d83d507753aa57042008b823903b537a63834fb	DEFAULT	TRAIT-DEFAULT-01	VecDeque<T>	CLASS-DEQUE	VecDeque implementers retain the distinct ring and rebalance topology.	F-DEQUE	NONE	NONE	F-DEQUE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	814ac3a943c1fbf775c81af31aba4c5bb43ee8813f41dfa001dfd399d7909be4	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	22	625e1b947a6762793614602f05917501b4e81dbe58fd3167e1b7aa502a74dd4e	xlang-g0-trait-impl-topology-routing-v1
177	034ae55de4b8d3e1a2bbe591f4f5208f379f5e428a8990da5a870628022eff10	bd62aeae841b9edbcdd2dbf17cc84c1968d2492a4c4d243572928c66ecbc9373	DEFAULT	TRAIT-DEFAULT-01	Weak<T>	CLASS-SHARED	Generic Rc and Weak implementers are owned by shared-ownership refinement and do not import dense sequence topology.	F-SHARED	NONE	NONE	F-SHARED	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	b1b3806fe4e49f528140045bd1b02cb344f3bbaa0cb666cecb287b2590a166aa	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	16	395158b90dc0785e53f627275c82702ef1f78fcf31a643507752e726e64f22ce	xlang-g0-trait-impl-topology-routing-v1
