relation_ordinal	evidence_identity	cluster_id	evidence_kind	evidence_key	source_artifact	source_selector	selected_source_value	selected_source_value_sha256	source_row_sha256	evidence_granularity	materialization_policy	applicability	applicability_authority	applicability_primary_refinement_family_or_gate	applicability_required_predecessor_family_ids	applicability_required_predecessor_gate_stage_ids	applicability_additional_operation_gate_stage_ids	applicability_additional_operation_gate_child_specific_immediate_predecessor_family_or_gate_ids	applicability_implicated_or_reopening_family_ids	applicability_implicated_or_reopening_gate_stage_ids	applicability_authority_row_sha256	terminal_disposition_policy	allowed_terminal_dispositions	cluster_relation_count	cluster_relation_sha256	kind_relation_count	kind_relation_sha256	policy_version
1151	7b0292ec79efbdc1cc1f2694e7a132d23f39551aa38cb1c874f4059f09ef4a97	TRAIT-ITER-01	D10_REDUNDANT_SURFACE_ROUTE	core::iter|item|iter|	RUST-D10-SURFACE-MAP.tsv	canonical_key=core::iter|item|iter|	core::iter|item|iter|	313da9e6df6512487325f55908bde4edd8390c1ab129c7d9fbc750bc6b5da386	78986ed6d460bf0e12ce481aa914d03f4d3a19ebb556a6b7e26e9c9e8a4c9747	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	60d55b98c0c88175201c8cac51e7c67f16d39e2c202a6876ffaf4a041aba8daf	37	2eae3755f4a50578fbedf57a090db6a26f82c2e144dd468467b1e02bf297713c	xlang-g0-coverage-evidence-universe-v3
1152	46f81d29f845e72ccb7db6e9ea421c809155e4d427e4c7d20429d37bbb3a2a6d	TRAIT-ITER-01	D10_REDUNDANT_SURFACE_ROUTE	std::iter|item|iter|	RUST-D10-SURFACE-MAP.tsv	canonical_key=std::iter|item|iter|	std::iter|item|iter|	7cff1c3634e1f33b25d2ef8f88d042508d435f55987c66eeae72db58c2c2c8ce	a18c8316adcbc98d164ca9f85956e1e0ba74eb2c331d3011e87a9937523dca79	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	60d55b98c0c88175201c8cac51e7c67f16d39e2c202a6876ffaf4a041aba8daf	37	2eae3755f4a50578fbedf57a090db6a26f82c2e144dd468467b1e02bf297713c	xlang-g0-coverage-evidence-universe-v3
1153	f5178c948dda41179588608334db75f2ad088a63a0b447f9ee58ffe1e7b1a45c	TRAIT-ITER-01	CLUSTER_RUST_SURFACES_SELECTOR	TRAIT-ITER-01|rust_surfaces|b720be014f958acc984604f52273da83d73a857b8434a02d2f34c8ecbad14359	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TRAIT-ITER-01;field=rust_surfaces	Iterator::{next,size_hint} on the 102 applicable one-hop iterator helpers; the exact 16 non-iterator helpers are excluded in RUST-DATA-CONTRACT-CENSUS.md	b720be014f958acc984604f52273da83d73a857b8434a02d2f34c8ecbad14359	57dae9d56ab85cfe464719b927933645f731e20a7657646b531c55b6d8c54964	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	60d55b98c0c88175201c8cac51e7c67f16d39e2c202a6876ffaf4a041aba8daf	276	0c412f72d82d73aa77f0a033219606baf1c32b88ac63dc0c1c9af5177bb4b330	xlang-g0-coverage-evidence-universe-v3
1154	52073e6d270d4910799c4dd9f0b6b012609b12287de7e6b25d9e2232397f829f	TRAIT-ITER-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	TRAIT-ITER-01|implementation_privilege_evidence|82b494d449d92a38ab732dedbafadc2cf81203984856d1dfa8637fba44d03070	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TRAIT-ITER-01;field=implementation_privilege_evidence	Trait is safe; concrete helpers frequently hold raw pointers/private node stacks	82b494d449d92a38ab732dedbafadc2cf81203984856d1dfa8637fba44d03070	57dae9d56ab85cfe464719b927933645f731e20a7657646b531c55b6d8c54964	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	60d55b98c0c88175201c8cac51e7c67f16d39e2c202a6876ffaf4a041aba8daf	276	8cca9d357d3dcdd58346a9fc187d545580428fe7835bdb07c24215b6acc756b8	xlang-g0-coverage-evidence-universe-v3
1155	75ab706c4054ae5f9e51930051e1b4fb59dc823e664ff90e410971d0c0cb426c	TRAIT-ITER-01	CLUSTER_SOURCE_REFS_SELECTOR	TRAIT-ITER-01|source_refs|7c23428379722666ed744a6c622b089213ab2a777a2f7e3a083ba43108420c2d	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TRAIT-ITER-01;field=source_refs	RUST-1.97.0-API-INVENTORY.tsv defining trait=Iterator plus helper set recorded in RUST-DATA-CONTRACT-CENSUS.md; pinned Rust 1.97.0 library/core/src/iter/traits/iterator.rs:42-78 non-lending Item signature; mechanically pinned 102 iterator/16 non-iterator helper partition	7c23428379722666ed744a6c622b089213ab2a777a2f7e3a083ba43108420c2d	57dae9d56ab85cfe464719b927933645f731e20a7657646b531c55b6d8c54964	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	60d55b98c0c88175201c8cac51e7c67f16d39e2c202a6876ffaf4a041aba8daf	276	5be94c7a50be99f1d2028e205b49b011f1a8477b60251c9a49bb2a00d2a49ef1	xlang-g0-coverage-evidence-universe-v3
1156	085aff71a2daa692c1e8e010b3a58d91211fc874385251f983e08359f44a04db	TRAIT-DOUBLE-01	D10_CONTRACT_ROUTE	src/core/iter/traits/double_ended.rs.html#43|item|DoubleEndedIterator	RUST-D10-SURFACE-MAP.tsv	canonical_key=src/core/iter/traits/double_ended.rs.html#43|item|DoubleEndedIterator	src/core/iter/traits/double_ended.rs.html#43|item|DoubleEndedIterator	5c806a73888b7b818bf49942cb8390e4691b035433910b12151d720e4fd050ad	e009e5d0e3df94a6d1bb38679e3261674d3443efddd6dcae98ff18df9ecbda71	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	b6a2553e45aa3759a0d7fe7267ce312c4713471e10f903612f154565c1df2059	138	7067fc2e1136890c47eda536e7b647da0e6ff9b7aad9fa27faff9b88cf374fde	xlang-g0-coverage-evidence-universe-v3
1157	fe6821c5412cf750346e9f5eb8a74a9c9faa21f5cf21af6cd1cc6a0ea1f73c4a	TRAIT-DOUBLE-01	D10_CONTRACT_ROUTE	src/core/iter/traits/double_ended.rs.html#96|required_method|next_back	RUST-D10-SURFACE-MAP.tsv	canonical_key=src/core/iter/traits/double_ended.rs.html#96|required_method|next_back	src/core/iter/traits/double_ended.rs.html#96|required_method|next_back	041716ecc8d6590e05ef13552dceed769f9bb5c2ba988cc70664f3e964f2bc69	537c6a0657770e5f614d8e636c31ba16f33dfc40299a071a1233457bfcba8413	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	b6a2553e45aa3759a0d7fe7267ce312c4713471e10f903612f154565c1df2059	138	7067fc2e1136890c47eda536e7b647da0e6ff9b7aad9fa27faff9b88cf374fde	xlang-g0-coverage-evidence-universe-v3
1158	cfb87404a0d594e0d22f70b57f9d5b33f309d359e523bdfa50c72c217b068091	TRAIT-DOUBLE-01	CLUSTER_RUST_SURFACES_SELECTOR	TRAIT-DOUBLE-01|rust_surfaces|582f32ac7ec3a849d1ab9b7ea7f6a27cc6d72718810204308a2953f3d06b3ff3	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TRAIT-DOUBLE-01;field=rust_surfaces	DoubleEndedIterator on applicable slice,str,Vec,deque,list,map,set,heap,drain,splice helpers	582f32ac7ec3a849d1ab9b7ea7f6a27cc6d72718810204308a2953f3d06b3ff3	5d1790b5526e53e549144e66a43da75e4f7e4e86681fe4d58994c5e870b619a2	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	b6a2553e45aa3759a0d7fe7267ce312c4713471e10f903612f154565c1df2059	276	0c412f72d82d73aa77f0a033219606baf1c32b88ac63dc0c1c9af5177bb4b330	xlang-g0-coverage-evidence-universe-v3
1159	06070203cca947178bec328107e89d86e9e4c26a183fbc02b5ec8611d3235ae1	TRAIT-DOUBLE-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	TRAIT-DOUBLE-01|implementation_privilege_evidence|d047385ce3506e0d5a6411968bf0aacc82b77b04c491130ae7f70aa53eb01a2a	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TRAIT-DOUBLE-01;field=implementation_privilege_evidence	Private two-ended cursor state	d047385ce3506e0d5a6411968bf0aacc82b77b04c491130ae7f70aa53eb01a2a	5d1790b5526e53e549144e66a43da75e4f7e4e86681fe4d58994c5e870b619a2	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	b6a2553e45aa3759a0d7fe7267ce312c4713471e10f903612f154565c1df2059	276	8cca9d357d3dcdd58346a9fc187d545580428fe7835bdb07c24215b6acc756b8	xlang-g0-coverage-evidence-universe-v3
1160	4ca185faf6480f3b513362c065da06ddae2d1df3bf630469b8e7a9de6bdf675f	TRAIT-DOUBLE-01	CLUSTER_SOURCE_REFS_SELECTOR	TRAIT-DOUBLE-01|source_refs|79b56e0f47946e1fea4dd2b256c3212ac33bec05626dc1f5e5e57b721fce98b0	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TRAIT-DOUBLE-01;field=source_refs	RUST-1.97.0-API-INVENTORY.tsv defining trait=DoubleEndedIterator; helper rustdoc pages; pinned Rust 1.97.0 library/core/src/iter/traits/iterator.rs:42-78 non-lending Item signature	79b56e0f47946e1fea4dd2b256c3212ac33bec05626dc1f5e5e57b721fce98b0	5d1790b5526e53e549144e66a43da75e4f7e4e86681fe4d58994c5e870b619a2	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	b6a2553e45aa3759a0d7fe7267ce312c4713471e10f903612f154565c1df2059	276	5be94c7a50be99f1d2028e205b49b011f1a8477b60251c9a49bb2a00d2a49ef1	xlang-g0-coverage-evidence-universe-v3
1161	a0b978c754c082fbc793b9e390d48a330c75c90e1ccde8e38749586b678b6838	TRAIT-EXACT-01	D10_CONTRACT_ROUTE	src/core/iter/traits/exact_size.rs.html#116|provided_or_inherent_method|len	RUST-D10-SURFACE-MAP.tsv	canonical_key=src/core/iter/traits/exact_size.rs.html#116|provided_or_inherent_method|len	src/core/iter/traits/exact_size.rs.html#116|provided_or_inherent_method|len	aaaba10c6e77a69aaaea5dd5a1a9804ebf902328375275efbfb9cc30b7a99066	9fb0a8f9efbea8b9b69ea3e8377250fcb422742ecaa6726f7f19d4c273ae8534	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	eedbe4e3e80bcb6ef1063120fdf85d65f8376d791ea03a9779bef64d52636fbb	138	7067fc2e1136890c47eda536e7b647da0e6ff9b7aad9fa27faff9b88cf374fde	xlang-g0-coverage-evidence-universe-v3
