canonical_key	representative_path	item_kind	member_kind	member_name	caller_safety	surface_evidence_status	surface_evidence_reason	rule_id	domain_id	domain	canonical_contract_id	need_route_kind	need_route_id	need_route_reason	required_frame_ids	safe_displacement_id	ng_authority_reason	canonical_route_or_blocked_claim
src/core/cmp.rs.html#1605|item|min_by	core::cmp::min_by	fn	item	min_by	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CMP-CORE	D03	static behavior contracts		G0_CONTRACT	CAP:AB-BEHAVIOR	statically callable equality, ordering, or hashing is a G0 behavior obligation				Statically callable ordering/equality needed by collections.
src/core/cmp.rs.html#1635|item|min_by_key	core::cmp::min_by_key	fn	item	min_by_key	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CMP-CORE	D03	static behavior contracts		G0_CONTRACT	CAP:AB-BEHAVIOR	statically callable equality, ordering, or hashing is a G0 behavior obligation				Statically callable ordering/equality needed by collections.
src/core/macros/mod.rs.html#1215|item|column	core::column	macro	item	column	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-SURFACE-MACRO	D14	macros and convenience surface		LATER_FAMILY	FAMILY:D14:MACRO-AND-BUILD-SURFACE	an unmatched Rust macro is evidence for later macro/build accounting	F-BUILD			Map each macro to its owning domain; macro-system/build work is separate.
src/core/macros/mod.rs.html#928|item|compile_error	core::compile_error	macro	item	compile_error	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-SURFACE-MACRO	D14	macros and convenience surface		LATER_FAMILY	FAMILY:D14:MACRO-AND-BUILD-SURFACE	an unmatched Rust macro is evidence for later macro/build accounting	F-BUILD			Map each macro to its owning domain; macro-system/build work is separate.
src/core/macros/mod.rs.html#1151|item|concat	core::concat	macro	item	concat	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-SURFACE-MACRO	D14	macros and convenience surface		LATER_FAMILY	FAMILY:D14:MACRO-AND-BUILD-SURFACE	an unmatched Rust macro is evidence for later macro/build accounting	F-BUILD			Map each macro to its owning domain; macro-system/build work is separate.
core::convert|item|convert|	core::convert	mod	item	convert	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		NO_INDEPENDENT_NEED	NAMESPACE:DOM-BEHAVIOR-CONVERT-CORE	a module namespace is accounted by its declarations and adds no caller contract				Explicit canonical conversions.
src/core/convert/mod.rs.html#372|item|AsMut	core::convert::AsMut	trait	item	AsMut	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#375|required_method|as_mut	core::convert::AsMut	trait	required_method	as_mut	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#220|item|AsRef	core::convert::AsRef	trait	item	AsRef	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#223|required_method|as_ref	core::convert::AsRef	trait	required_method	as_ref	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#588|item|From	core::convert::From	trait	item	From	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#593|required_method|from	core::convert::From	trait	required_method	from	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#931|item|Infallible	core::convert::Infallible	enum	item	Infallible	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#451|item|Into	core::convert::Into	trait	item	Into	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#455|required_method|into	core::convert::Into	trait	required_method	into	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#698|associated_type|Error	core::convert::TryFrom	trait	associated_type	Error	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#695|item|TryFrom	core::convert::TryFrom	trait	item	TryFrom	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#703|required_method|try_from	core::convert::TryFrom	trait	required_method	try_from	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#619|associated_type|Error	core::convert::TryInto	trait	associated_type	Error	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#616|item|TryInto	core::convert::TryInto	trait	item	TryInto	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#623|required_method|try_into	core::convert::TryInto	trait	required_method	try_into	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/convert/mod.rs.html#105|item|identity	core::convert::identity	fn	item	identity	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-CONVERT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit canonical conversions.
src/core/macros/mod.rs.html#287|item|debug_assert	core::debug_assert	macro	item	debug_assert	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-PANIC-MACROS	D06	trap, panic, and diagnostics		G0_CONTRACT	CAP:EX-ABORT	the underlying checked assertion or trap is a G0 abort contract	F-TRAP			Canonical aborting checks/traps; Rust macro spelling is redundant.
src/core/macros/mod.rs.html#317|item|debug_assert_eq	core::debug_assert_eq	macro	item	debug_assert_eq	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-PANIC-MACROS	D06	trap, panic, and diagnostics		G0_CONTRACT	CAP:EX-ABORT	the underlying checked assertion or trap is a G0 abort contract	F-TRAP			Canonical aborting checks/traps; Rust macro spelling is redundant.
src/core/macros/mod.rs.html#398|item|debug_assert_matches	core::debug_assert_matches	macro	item	debug_assert_matches	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-PANIC-MACROS	D06	trap, panic, and diagnostics		G0_CONTRACT	CAP:EX-ABORT	the underlying checked assertion or trap is a G0 abort contract	F-TRAP			Canonical aborting checks/traps; Rust macro spelling is redundant.
src/core/macros/mod.rs.html#347|item|debug_assert_ne	core::debug_assert_ne	macro	item	debug_assert_ne	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-PANIC-MACROS	D06	trap, panic, and diagnostics		G0_CONTRACT	CAP:EX-ABORT	the underlying checked assertion or trap is a G0 abort contract	F-TRAP			Canonical aborting checks/traps; Rust macro spelling is redundant.
core::default|item|default|	core::default	mod	item	default	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-BEHAVIOR-DEFAULT-CORE	D03	conversion and behavior		NO_INDEPENDENT_NEED	NAMESPACE:DOM-BEHAVIOR-DEFAULT-CORE	a module namespace is accounted by its declarations and adds no caller contract				Explicit construction when a contract needs a default.
src/core/default.rs.html#107|item|Default	core::default::Default	trait	item	Default	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-DEFAULT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit construction when a contract needs a default.
src/core/default.rs.html#146|item|Default	core::default::Default	derive	item	Default	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-BEHAVIOR-DEFAULT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit construction when a contract needs a default.
src/core/default.rs.html#139|required_method|default	core::default::Default	trait	required_method	default	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-BEHAVIOR-DEFAULT-CORE	D03	conversion and behavior		LIB_CONTRACT	LIB:D03:CHECKED-CONVERSION	safe conversion and default construction are ordinary checked-library contracts				Explicit construction when a contract needs a default.
src/core/macros/mod.rs.html#1727|item|derive	core::derive	attr	item	derive	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-SURFACE-ATTR	D14	build-time metadata and code generation		LATER_FAMILY	FAMILY:D14:GENERATED-AND-BUILD-SURFACE	attribute and derive behavior requires D14 build/generation accounting	F-BUILD			Separate module/build/toolchain work.
src/core/macros/mod.rs.html#1068|item|env	core::env	macro	item	env	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-SURFACE-MACRO	D14	macros and convenience surface		LATER_FAMILY	FAMILY:D14:MACRO-AND-BUILD-SURFACE	an unmatched Rust macro is evidence for later macro/build accounting	F-BUILD			Map each macro to its owning domain; macro-system/build work is separate.
core::error|item|error|	core::error	mod	item	error	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-ERROR-CORE	D05	error presentation and chaining		NO_INDEPENDENT_NEED	NAMESPACE:DOM-ERROR-CORE	a module namespace is accounted by its declarations and adds no caller contract				Ordinary error values now; dynamic chains/downcasts later.
src/core/error.rs.html#59|item|Error	core::error::Error	trait	item	Error	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-ERROR-CORE	D05	error presentation and chaining		LIB_CONTRACT	LIB:D05:ERROR-VALUES	general error values and chaining are checked-library contracts				Ordinary error values now; dynamic chains/downcasts later.
src/core/error.rs.html#147|provided_or_inherent_method|cause	core::error::Error	trait	provided_or_inherent_method	cause	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-ERROR-CORE	D05	error presentation and chaining		LIB_CONTRACT	LIB:D05:ERROR-VALUES	general error values and chaining are checked-library contracts				Ordinary error values now; dynamic chains/downcasts later.
src/core/error.rs.html#137|provided_or_inherent_method|description	core::error::Error	trait	provided_or_inherent_method	description	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-ERROR-CORE	D05	error presentation and chaining		LIB_CONTRACT	LIB:D05:ERROR-VALUES	general error values and chaining are checked-library contracts				Ordinary error values now; dynamic chains/downcasts later.
src/core/error.rs.html#307|provided_or_inherent_method|downcast_mut	core::error::Error	trait	provided_or_inherent_method	downcast_mut	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-ERROR-CORE	D13	runtime type identity and reflection		LATER_FAMILY	FAMILY:D13:RUNTIME-TYPE-REFINEMENT	dynamic error downcast depends on runtime type identity				Ordinary error values now; dynamic chains/downcasts later.
src/core/error.rs.html#335|provided_or_inherent_method|downcast_mut	core::error::Error	trait	provided_or_inherent_method	downcast_mut	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-ERROR-CORE	D13	runtime type identity and reflection		LATER_FAMILY	FAMILY:D13:RUNTIME-TYPE-REFINEMENT	dynamic error downcast depends on runtime type identity				Ordinary error values now; dynamic chains/downcasts later.
src/core/error.rs.html#358|provided_or_inherent_method|downcast_mut	core::error::Error	trait	provided_or_inherent_method	downcast_mut	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-ERROR-CORE	D13	runtime type identity and reflection		LATER_FAMILY	FAMILY:D13:RUNTIME-TYPE-REFINEMENT	dynamic error downcast depends on runtime type identity				Ordinary error values now; dynamic chains/downcasts later.
src/core/error.rs.html#294|provided_or_inherent_method|downcast_ref	core::error::Error	trait	provided_or_inherent_method	downcast_ref	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-ERROR-CORE	D13	runtime type identity and reflection		LATER_FAMILY	FAMILY:D13:RUNTIME-TYPE-REFINEMENT	dynamic error downcast depends on runtime type identity				Ordinary error values now; dynamic chains/downcasts later.
src/core/error.rs.html#328|provided_or_inherent_method|downcast_ref	core::error::Error	trait	provided_or_inherent_method	downcast_ref	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-ERROR-CORE	D13	runtime type identity and reflection		LATER_FAMILY	FAMILY:D13:RUNTIME-TYPE-REFINEMENT	dynamic error downcast depends on runtime type identity				Ordinary error values now; dynamic chains/downcasts later.
src/core/error.rs.html#351|provided_or_inherent_method|downcast_ref	core::error::Error	trait	provided_or_inherent_method	downcast_ref	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-ERROR-CORE	D13	runtime type identity and reflection		LATER_FAMILY	FAMILY:D13:RUNTIME-TYPE-REFINEMENT	dynamic error downcast depends on runtime type identity				Ordinary error values now; dynamic chains/downcasts later.
src/core/error.rs.html#279|provided_or_inherent_method|is	core::error::Error	trait	provided_or_inherent_method	is	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-ERROR-CORE	D05	error presentation and chaining		LIB_CONTRACT	LIB:D05:ERROR-VALUES	general error values and chaining are checked-library contracts				Ordinary error values now; dynamic chains/downcasts later.
src/core/error.rs.html#321|provided_or_inherent_method|is	core::error::Error	trait	provided_or_inherent_method	is	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-ERROR-CORE	D05	error presentation and chaining		LIB_CONTRACT	LIB:D05:ERROR-VALUES	general error values and chaining are checked-library contracts				Ordinary error values now; dynamic chains/downcasts later.
src/core/error.rs.html#344|provided_or_inherent_method|is	core::error::Error	trait	provided_or_inherent_method	is	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-ERROR-CORE	D05	error presentation and chaining		LIB_CONTRACT	LIB:D05:ERROR-VALUES	general error values and chaining are checked-library contracts				Ordinary error values now; dynamic chains/downcasts later.
src/core/error.rs.html#111|provided_or_inherent_method|source	core::error::Error	trait	provided_or_inherent_method	source	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-ERROR-CORE	D05	error presentation and chaining		LIB_CONTRACT	LIB:D05:ERROR-VALUES	general error values and chaining are checked-library contracts				Ordinary error values now; dynamic chains/downcasts later.
src/core/num/f32.rs.html#422|associated_constant|DIGITS	core::f32	primitive	associated_constant	DIGITS	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#434|associated_constant|EPSILON	core::f32	primitive	associated_constant	EPSILON	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#512|associated_constant|INFINITY	core::f32	primitive	associated_constant	INFINITY	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#411|associated_constant|MANTISSA_DIGITS	core::f32	primitive	associated_constant	MANTISSA_DIGITS	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#458|associated_constant|MAX	core::f32	primitive	associated_constant	MAX	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#492|associated_constant|MAX_10_EXP	core::f32	primitive	associated_constant	MAX_10_EXP	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#477|associated_constant|MAX_EXP	core::f32	primitive	associated_constant	MAX_EXP	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#442|associated_constant|MIN	core::f32	primitive	associated_constant	MIN	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#485|associated_constant|MIN_10_EXP	core::f32	primitive	associated_constant	MIN_10_EXP	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#468|associated_constant|MIN_EXP	core::f32	primitive	associated_constant	MIN_EXP	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#449|associated_constant|MIN_POSITIVE	core::f32	primitive	associated_constant	MIN_POSITIVE	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#509|associated_constant|NAN	core::f32	primitive	associated_constant	NAN	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#515|associated_constant|NEG_INFINITY	core::f32	primitive	associated_constant	NEG_INFINITY	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#400|associated_constant|RADIX	core::f32	primitive	associated_constant	RADIX	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#1630|provided_or_inherent_method|abs	core::f32	primitive	provided_or_inherent_method	abs	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#1564|provided_or_inherent_method|clamp	core::f32	primitive	provided_or_inherent_method	clamp	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#782|provided_or_inherent_method|classify	core::f32	primitive	provided_or_inherent_method	classify	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#1688|provided_or_inherent_method|copysign	core::f32	primitive	provided_or_inherent_method	copysign	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
core::f32|item|f32|	core::f32	mod	item	f32	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		NO_INDEPENDENT_NEED	NAMESPACE:DOM-NUMERIC-PRIMITIVES	a module namespace is accounted by its declarations and adds no caller contract				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#397|item|f32	core::f32	primitive	item	f32	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#1385|provided_or_inherent_method|from_be_bytes	core::f32	primitive	provided_or_inherent_method	from_be_bytes	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#1288|provided_or_inherent_method|from_bits	core::f32	primitive	provided_or_inherent_method	from_bits	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/f32.rs.html#1404|provided_or_inherent_method|from_le_bytes	core::f32	primitive	provided_or_inherent_method	from_le_bytes	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-PRIMITIVES	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
