contract_id	stored_borrow_scope	scope_owner_contract_ids	rationale
HMAP-DISJOINT-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
HMAP-INSERT-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
HMAP-REMOVE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
HMAP-ITER-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
HMAP-DRAIN-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
HMAP-FILTER-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
HSET-META-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
HSET-RESERVE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
HSET-LOOKUP-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
HSET-INSERT-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
HSET-REMOVE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
HSET-ITER-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
HSET-DRAIN-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
HSET-FILTER-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
STRING-META-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
STRING-VIEW-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
STRING-RESERVE-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
STRING-PUSH-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
STRING-POP-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
STRING-INSERT-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
STRING-TRUNCATE-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
STRING-SPLIT-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
STRING-RETAIN-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
STRING-DRAIN-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
STRING-REPLACE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
STRING-DECODE-STRICT-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
STRING-DECODE-LOSSY-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
STRING-DECODE-ERROR-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
STRING-UTF16-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
STRING-CONVERT-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RC-NEW-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RC-WEAK-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RC-COUNT-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RC-IDENTITY-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RC-UNIQUE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RC-UNWRAP-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RC-CYCLIC-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RC-PIN-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RC-DOWNCAST-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RC-INIT-01	NO_STORED_BORROW_COMPLEMENT	NONE	The returned Rc owns MaybeUninit<T> storage but no live T; no borrow leaf exists until a separately locked exact fill/seal transition establishes T.
REFCELL-OWNER-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
REFCELL-BORROW-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
REFCELL-TRY-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
REF-GUARD-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
REFCELL-REPLACE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
HELPER-REMAINDER-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
HELPER-CURSOR-VIEW-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
HELPER-ARRAY-INTOITER-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
TRAIT-INTOITER-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
TRAIT-ITER-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
TRAIT-DOUBLE-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
TRAIT-EXACT-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
TRAIT-EXTEND-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
TRAIT-COLLECT-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
TRAIT-FUSED-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
ITER-SOURCE-VALUE-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
ITER-SOURCE-REPEAT-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
ITER-SOURCE-CALLBACK-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
ITER-ADAPT-TRANSFORM-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
ITER-ADAPT-DUPLICATE-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
ITER-ADAPT-SELECT-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
ITER-ADAPT-POSITION-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
ITER-ADAPT-CHAIN-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
ITER-ADAPT-ZIP-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
ITER-ADAPT-NEST-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
ITER-ADAPT-STATE-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
ITER-ADAPT-PEEK-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
ITER-ADAPT-REBORROW-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
ITER-ADAPT-DIRECTION-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
ITER-ADAPT-FUSE-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
ITER-ADAPT-CYCLE-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
ITER-CONSUME-FOLD-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
ITER-CONSUME-SHORT-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
ITER-CONSUME-RELATION-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
ITER-CONSUME-FANOUT-01	ACTIVE_BR_STORED	NONE	The base matrix row explicitly covers arbitrary borrow-bearing retained values under BR-STORED and its pinned provenance, result, destruction, and disjointness obligations as applicable.
RANGE-VALUE-HALFOPEN-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RANGE-CONTAINS-HALFOPEN-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RANGE-EMPTY-HALFOPEN-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RANGE-ITER-HALFOPEN-01	NO_STORED_BORROW_COMPLEMENT	NONE	Rust 1.97.0 exposes these iterators to stable callers only for the exact 21-type standard Step set: u8,u16,u32,u64,u128,usize,i8,i16,i32,i64,i128,isize,char,NonZero<u8>,NonZero<u16>,NonZero<u32>,NonZero<u64>,NonZero<u128>,NonZero<usize>,Ipv4Addr,Ipv6Addr. Step and TrustedStep are unstable, stable downstream code cannot add implementations, and every listed type is borrow-free Copy. The cursor copies descriptor values and retains no borrow-bearing generic payload; descriptor preservation follows from that sealed Copy source set, not from shared-receiver purity. Rust 1.97.0 commit 2d8144b7880597b6e6d3dfd63a9a9efae3f533d3 library/core/src/iter/range.rs SHA-256 ae3f9307f4b4972f418561ae2a0311586eb3dde782359b8aaef3244915256464.
RANGE-VALUE-FROM-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RANGE-CONTAINS-FROM-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RANGE-ITER-FROM-01	NO_STORED_BORROW_COMPLEMENT	NONE	Rust 1.97.0 exposes these iterators to stable callers only for the exact 21-type standard Step set: u8,u16,u32,u64,u128,usize,i8,i16,i32,i64,i128,isize,char,NonZero<u8>,NonZero<u16>,NonZero<u32>,NonZero<u64>,NonZero<u128>,NonZero<usize>,Ipv4Addr,Ipv6Addr. Step and TrustedStep are unstable, stable downstream code cannot add implementations, and every listed type is borrow-free Copy. The cursor copies descriptor values and retains no borrow-bearing generic payload; descriptor preservation follows from that sealed Copy source set, not from shared-receiver purity. Rust 1.97.0 commit 2d8144b7880597b6e6d3dfd63a9a9efae3f533d3 library/core/src/iter/range.rs SHA-256 ae3f9307f4b4972f418561ae2a0311586eb3dde782359b8aaef3244915256464.
RANGE-VALUE-INCLUSIVE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RANGE-CONTAINS-INCLUSIVE-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RANGE-EMPTY-INCLUSIVE-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RANGE-ITER-INCLUSIVE-01	NO_STORED_BORROW_COMPLEMENT	NONE	Rust 1.97.0 exposes these iterators to stable callers only for the exact 21-type standard Step set: u8,u16,u32,u64,u128,usize,i8,i16,i32,i64,i128,isize,char,NonZero<u8>,NonZero<u16>,NonZero<u32>,NonZero<u64>,NonZero<u128>,NonZero<usize>,Ipv4Addr,Ipv6Addr. Step and TrustedStep are unstable, stable downstream code cannot add implementations, and every listed type is borrow-free Copy. The cursor copies descriptor values and retains no borrow-bearing generic payload; descriptor preservation follows from that sealed Copy source set, not from shared-receiver purity. Rust 1.97.0 commit 2d8144b7880597b6e6d3dfd63a9a9efae3f533d3 library/core/src/iter/range.rs SHA-256 ae3f9307f4b4972f418561ae2a0311586eb3dde782359b8aaef3244915256464.
RANGE-VALUE-TO-INCLUSIVE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RANGE-CONTAINS-TO-INCLUSIVE-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RANGE-BOUND-VALUE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RANGE-BOUND-BORROW-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
RANGE-BOUND-CLONE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RANGE-BOUND-MAP-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RANGE-LEGACY-HALFOPEN-STATE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RANGE-BOUNDS-PROTOCOL-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
RANGE-BOUNDS-CONTAINS-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
RANGE-LEGACY-FROM-STATE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RANGE-VALUE-FULL-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RANGE-LEGACY-INCLUSIVE-STATE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RANGE-LEGACY-INCLUSIVE-CONTAINS-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RANGE-LEGACY-INCLUSIVE-EMPTY-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RANGE-LEGACY-INCLUSIVE-ACCESS-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
RANGE-LEGACY-INCLUSIVE-INTO-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RANGE-VALUE-TO-EXCLUSIVE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
RANGE-CONTAINS-TO-EXCLUSIVE-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
TRAIT-INDEX-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
TRAIT-DEREF-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
TRAIT-BORROW-01	NO_STORED_BORROW_COMPLEMENT	NONE	The base matrix flags every direct borrowed or borrow-bearing result through BR-PROV/BR-RESULT obligations, and this coverage cluster retains no additional arbitrary borrow-bearing value as data across public calls.
TRAIT-CONVERT-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
TRAIT-CLONE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
TRAIT-DEFAULT-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
TRAIT-CMP-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
TRAIT-DROP-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
MEM-REPLACE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
MEM-TAKE-01	DEFERRED_BRANCHES	NONE	One or more exact region-free/borrow-free base branches and their stored-borrow complements are recorded in PAYLOAD-SCOPE-OVERLAY.tsv.
ALLOC-ERROR-01	DELEGATED_TO_FAMILY_BRANCHES	SEQ-TRY-RESERVE-01;DEQUE-RESERVE-01;HEAP-RESERVE-01;HMAP-RESERVE-01;HSET-RESERVE-01;STRING-RESERVE-01	This cross-cutting error contract adds no independent payload operation; SEQ-TRY-RESERVE-01, DEQUE-RESERVE-01, HEAP-RESERVE-01, HMAP-RESERVE-01, HSET-RESERVE-01, and the region-free STRING-RESERVE-01 row own the exact success-relocation and failure-preservation payload branches.
ALLOC-OOM-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RAW-SAFE-PTR-01	NO_STORED_BORROW_COMPLEMENT	NONE	This coverage cluster has no live borrow-bearing generic payload branch that requires a stored-borrow complement.
RAW-SAFE-OWNERSHIP-01	FRAME_SCOPE_DEFERRED	RAW-SAFE-OWNERSHIP-01	This trusted-frame operation transfers or reconstructs a live generic owner; its stored-borrow scope is owned by separate frame/ABI authority, receives no ordinary derivation complement, and cannot close a safe-library capability route.
RAW-SAFE-LEAK-01	BOUNDARY_EVIDENCE_ONLY	RAW-SAFE-LEAK-01	This raw or unchecked spelling is inadmissible boundary evidence; its underlying checked need and payload scope are routed through separate safe contracts, so this evidence row receives no derivation complement.
RAW-SAFE-SPARE-01	BOUNDARY_EVIDENCE_ONLY	RAW-SAFE-SPARE-01	This raw or unchecked spelling is inadmissible boundary evidence; its underlying checked need and payload scope are routed through separate safe contracts, so this evidence row receives no derivation complement.
RAW-UNSAFE-ACCESS-01	BOUNDARY_EVIDENCE_ONLY	RAW-UNSAFE-ACCESS-01	This raw or unchecked spelling is inadmissible boundary evidence; its underlying checked need and payload scope are routed through separate safe contracts, so this evidence row receives no derivation complement.
RAW-UNSAFE-ALIGN-01	BOUNDARY_EVIDENCE_ONLY	RAW-UNSAFE-ALIGN-01	This raw or unchecked spelling is inadmissible boundary evidence; its underlying checked need and payload scope are routed through separate safe contracts, so this evidence row receives no derivation complement.
RAW-UNSAFE-INIT-01	BOUNDARY_EVIDENCE_ONLY	RAW-UNSAFE-INIT-01	This raw or unchecked spelling is inadmissible boundary evidence; its underlying checked need and payload scope are routed through separate safe contracts, so this evidence row receives no derivation complement.
RAW-UNSAFE-RECONSTRUCT-01	FRAME_SCOPE_DEFERRED	RAW-UNSAFE-RECONSTRUCT-01	This trusted-frame operation transfers or reconstructs a live generic owner; its stored-borrow scope is owned by separate frame/ABI authority, receives no ordinary derivation complement, and cannot close a safe-library capability route.
RAW-UNSAFE-LEN-01	BOUNDARY_EVIDENCE_ONLY	RAW-UNSAFE-LEN-01	This raw or unchecked spelling is inadmissible boundary evidence; its underlying checked need and payload scope are routed through separate safe contracts, so this evidence row receives no derivation complement.
RAW-UNSAFE-TEXT-01	BOUNDARY_EVIDENCE_ONLY	RAW-UNSAFE-TEXT-01	This raw or unchecked spelling is inadmissible boundary evidence; its underlying checked need and payload scope are routed through separate safe contracts, so this evidence row receives no derivation complement.
RAW-UNSAFE-RC-01	BOUNDARY_EVIDENCE_ONLY	RAW-UNSAFE-RC-01	This raw or unchecked spelling is inadmissible boundary evidence; its underlying checked need and payload scope are routed through separate safe contracts, so this evidence row receives no derivation complement.
RAW-UNSAFE-BORROW-01	BOUNDARY_EVIDENCE_ONLY	RAW-UNSAFE-BORROW-01	This raw or unchecked spelling is inadmissible boundary evidence; its underlying checked need and payload scope are routed through separate safe contracts, so this evidence row receives no derivation complement.
